index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
10," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,10,3,1,09-1SA
11,"־\w יְרֹחָ֧ם|lemma=""יְרֹחָם"" strong=""H3395"" x-morph=""He,Np""",1,1, יְרֹחָ֧ם,־,"He,Np",יְרֹחָם,H3395,False,H3395,,11,1,1,09-1SA
12," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,12,3,2,09-1SA
13,"־\w אֱלִיה֛וּא|lemma=""אֱלִיהוּ"" strong=""H0453"" x-morph=""He,Np""",1,1, אֱלִיה֛וּא,־,"He,Np",אֱלִיהוּ,H0453,False,H0453,,13,1,1,09-1SA
14," \w בֶּן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶּן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,14,3,3,09-1SA
15,"־\w תֹּ֥חוּ|lemma=""תֹּחוּ"" strong=""H8459"" x-morph=""He,Np""",1,1, תֹּ֥חוּ,־,"He,Np",תֹּחוּ,H8459,False,H8459,,15,1,1,09-1SA
16," \w בֶן|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,1, בֶן,,"He,Ncmsc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,16,1,1,09-1SA
17,"־\w צ֖וּף|lemma=""צוּף"" strong=""H6689"" x-morph=""He,Np""",1,1, צ֖וּף,־,"He,Np",צוּף,H6689,False,H6689,,17,1,1,09-1SA
18," \w אֶפְרָתִֽי|lemma=""אֶפְרָתִי"" strong=""H0673"" x-morph=""He,Ngmsa"" x-tw=""rc://*/tw/dict/bible/names/ephrathah""",1,1, אֶפְרָתִֽי,,"He,Ngmsa",אֶפְרָתִי,H0673,False,H0673,rc://*/tw/dict/bible/names/ephrathah,18,1,1,09-1SA
20,"\w וְ⁠ל⁠וֹ֙|lemma="""" strong=""c:l"" x-morph=""He,C:R:Sp3ms""",1,2, וְ⁠ל⁠וֹ֙,,"He,C:R:Sp3ms",,c:l,True,,,20,1,1,09-1SA
21," \w שְׁתֵּ֣י|lemma=""שְׁנַיִם"" strong=""H8147"" x-morph=""He,Acfdc""",1,2, שְׁתֵּ֣י,,"He,Acfdc",שְׁנַיִם,H8147,False,H8147,,21,1,1,09-1SA
22," \w נָשִׁ֔ים|lemma=""אִשָּׁה"" strong=""H0802"" x-morph=""He,Ncfpa""",1,2, נָשִׁ֔ים,,"He,Ncfpa",אִשָּׁה,H0802,False,H0802,,22,1,1,09-1SA
23," \w שֵׁ֤ם|lemma=""שֵׁם"" strong=""H8034"" x-morph=""He,Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/name""",1,2, שֵׁ֤ם,,"He,Ncmsc",שֵׁם,H8034,False,H8034,rc://*/tw/dict/bible/kt/name,23,1,1,09-1SA
24," \w אַחַת֙|lemma=""אֶחָד"" strong=""H0259"" x-morph=""He,Acfsa""",1,2, אַחַת֙,,"He,Acfsa",אֶחָד,H0259,False,H0259,,24,1,1,09-1SA
25," \w חַנָּ֔ה|lemma=""חַנָּה"" strong=""H2584"" x-morph=""He,Np""",1,2, חַנָּ֔ה,,"He,Np",חַנָּה,H2584,False,H2584,,25,1,1,09-1SA
26," \w וְ⁠שֵׁ֥ם|lemma=""שֵׁם"" strong=""c:H8034"" x-morph=""He,C:Ncmsc""",1,2, וְ⁠שֵׁ֥ם,,"He,C:Ncmsc",שֵׁם,c:H8034,True,H8034,,26,1,1,09-1SA
27," \w הַ⁠שֵּׁנִ֖ית|lemma=""שֵׁנִי"" strong=""d:H8145"" x-morph=""He,Td:Aofsa""",1,2, הַ⁠שֵּׁנִ֖ית,,"He,Td:Aofsa",שֵׁנִי,d:H8145,True,H8145,,27,1,1,09-1SA
28," \w פְּנִנָּ֑ה|lemma=""פְּנִנָּה"" strong=""H6444"" x-morph=""He,Np""",1,2, פְּנִנָּ֑ה,,"He,Np",פְּנִנָּה,H6444,False,H6444,,28,1,1,09-1SA
29," \w וַ⁠יְהִ֤י|lemma=""הָיָה"" strong=""c:H1961"" x-morph=""He,C:Vqw3ms""",1,2, וַ⁠יְהִ֤י,,"He,C:Vqw3ms",הָיָה,c:H1961,True,H1961,,29,1,1,09-1SA
30," \w לִ⁠פְנִנָּה֙|lemma=""פְּנִנָּה"" strong=""l:H6444"" x-morph=""He,R:Np""",1,2, לִ⁠פְנִנָּה֙,,"He,R:Np",פְּנִנָּה,l:H6444,True,H6444,,30,1,1,09-1SA
31," \w יְלָדִ֔ים|lemma=""יֶלֶד"" strong=""H3206"" x-morph=""He,Ncmpa""",1,2, יְלָדִ֔ים,,"He,Ncmpa",יֶלֶד,H3206,False,H3206,,31,1,1,09-1SA
32," \w וּ⁠לְ⁠חַנָּ֖ה|lemma=""חַנָּה"" strong=""c:l:H2584"" x-morph=""He,C:R:Np""",1,2, וּ⁠לְ⁠חַנָּ֖ה,,"He,C:R:Np",חַנָּה,c:l:H2584,True,H2584,,32,1,1,09-1SA
33," \w אֵ֥ין|lemma=""אַיִן"" strong=""H0369"" x-morph=""He,Tn""",1,2, אֵ֥ין,,"He,Tn",אַיִן,H0369,False,H0369,,33,1,1,09-1SA
34," \w יְלָדִֽים|lemma=""יֶלֶד"" strong=""H3206"" x-morph=""He,Ncmpa""",1,2, יְלָדִֽים,,"He,Ncmpa",יֶלֶד,H3206,False,H3206,,34,1,1,09-1SA
36,"\w וְ⁠עָלָה֩|lemma=""עָלָה"" strong=""c:H5927"" x-morph=""He,C:Vqp3ms""",1,3, וְ⁠עָלָה֩,,"He,C:Vqp3ms",עָלָה,c:H5927,True,H5927,,36,1,1,09-1SA
37," \w הָ⁠אִ֨ישׁ|lemma=""אִישׁ"" strong=""d:H0376"" x-morph=""He,Td:Ncmsa""",1,3, הָ⁠אִ֨ישׁ,,"He,Td:Ncmsa",אִישׁ,d:H0376,True,H0376,,37,1,1,09-1SA
38," \w הַ⁠ה֤וּא|lemma=""הוּא"" strong=""d:H1931"" x-morph=""He,Td:Pp3ms""",1,3, הַ⁠ה֤וּא,,"He,Td:Pp3ms",הוּא,d:H1931,True,H1931,,38,1,1,09-1SA
39," \w מֵֽ⁠עִיר⁠וֹ֙|lemma=""עִיר"" strong=""m:H5892b"" x-morph=""He,R:Ncfsc:Sp3ms""",1,3, מֵֽ⁠עִיר⁠וֹ֙,,"He,R:Ncfsc:Sp3ms",עִיר,m:H5892b,True,H5892,,39,1,1,09-1SA
40," \w מִ⁠יָּמִ֣ים|lemma=""יוֹם"" strong=""m:H3117"" x-morph=""He,R:Ncmpa""",1,3, מִ⁠יָּמִ֣ים,,"He,R:Ncmpa",יוֹם,m:H3117,True,H3117,,40,1,1,09-1SA
41," ׀ \w יָמִ֔ימָ⁠ה|lemma=""יוֹם"" strong=""H3117"" x-morph=""He,Ncmpa:Sd""",1,3, יָמִ֔ימָ⁠ה,׀ ,"He,Ncmpa:Sd",יוֹם,H3117,False,H3117,,41,1,1,09-1SA
42," \w לְ⁠הִֽשְׁתַּחֲוֺ֧ת|lemma=""שָׁחָה"" strong=""l:H7812"" x-morph=""He,R:Vtc""",1,3, לְ⁠הִֽשְׁתַּחֲוֺ֧ת,,"He,R:Vtc",שָׁחָה,l:H7812,True,H7812,,42,1,1,09-1SA
43," \w וְ⁠לִ⁠זְבֹּ֛חַ|lemma=""זָבַח"" strong=""c:l:H2076"" x-morph=""He,C:R:Vqc""",1,3, וְ⁠לִ⁠זְבֹּ֛חַ,,"He,C:R:Vqc",זָבַח,c:l:H2076,True,H2076,,43,1,1,09-1SA
44," \w לַ⁠יהוָ֥ה|lemma=""יְהֹוָה"" strong=""l:H3068"" x-morph=""He,R:Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,3, לַ⁠יהוָ֥ה,,"He,R:Np",יְהֹוָה,l:H3068,True,H3068,rc://*/tw/dict/bible/kt/yahweh,44,1,1,09-1SA
45," \w צְבָא֖וֹת|lemma=""צָבָא"" strong=""H6635b"" x-morph=""He,Ncbpa""",1,3, צְבָא֖וֹת,,"He,Ncbpa",צָבָא,H6635b,False,H6635,,45,1,1,09-1SA
46," \w בְּ⁠שִׁלֹ֑ה|lemma=""שִׁילֹה"" strong=""b:H7887"" x-morph=""He,R:Np""",1,3, בְּ⁠שִׁלֹ֑ה,,"He,R:Np",שִׁילֹה,b:H7887,True,H7887,,46,1,1,09-1SA
47," \w וְ⁠שָׁ֞ם|lemma=""שָׁם"" strong=""c:H8033"" x-morph=""He,C:D""",1,3, וְ⁠שָׁ֞ם,,"He,C:D",שָׁם,c:H8033,True,H8033,,47,1,1,09-1SA
48," \w שְׁנֵ֣י|lemma=""שְׁנַיִם"" strong=""H8147"" x-morph=""He,Acmdc""",1,3, שְׁנֵ֣י,,"He,Acmdc",שְׁנַיִם,H8147,False,H8147,,48,1,1,09-1SA
49," \w בְנֵֽי|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmpc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,3, בְנֵֽי,,"He,Ncmpc",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,49,1,1,09-1SA
50,"־\w עֵלִ֗י|lemma=""עֵלִי"" strong=""H5941"" x-morph=""He,Np""",1,3, עֵלִ֗י,־,"He,Np",עֵלִי,H5941,False,H5941,,50,1,1,09-1SA
51," \w חָפְנִי֙|lemma=""חׇפְנִי"" strong=""H2652"" x-morph=""He,Np""",1,3, חָפְנִי֙,,"He,Np",חׇפְנִי,H2652,False,H2652,,51,1,1,09-1SA
52," \w וּ⁠פִ֣נְחָ֔ס|lemma=""פִּינְחָס"" strong=""c:H6372"" x-morph=""He,C:Np""",1,3, וּ⁠פִ֣נְחָ֔ס,,"He,C:Np",פִּינְחָס,c:H6372,True,H6372,,52,1,1,09-1SA
53," \w כֹּהֲנִ֖ים|lemma=""כֹּהֵן"" strong=""H3548"" x-morph=""He,Ncmpa"" x-tw=""rc://*/tw/dict/bible/kt/priest""",1,3, כֹּהֲנִ֖ים,,"He,Ncmpa",כֹּהֵן,H3548,False,H3548,rc://*/tw/dict/bible/kt/priest,53,1,1,09-1SA
54," \w לַ⁠יהוָֽה|lemma=""יְהֹוָה"" strong=""l:H3068"" x-morph=""He,R:Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,3, לַ⁠יהוָֽה,,"He,R:Np",יְהֹוָה,l:H3068,True,H3068,rc://*/tw/dict/bible/kt/yahweh,54,1,1,09-1SA
56,"\w וַ⁠יְהִ֣י|lemma=""הָיָה"" strong=""c:H1961"" x-morph=""He,C:Vqw3ms""",1,4, וַ⁠יְהִ֣י,,"He,C:Vqw3ms",הָיָה,c:H1961,True,H1961,,56,1,1,09-1SA
57," \w הַ⁠יּ֔וֹם|lemma=""יוֹם"" strong=""d:H3117"" x-morph=""He,Td:Ncmsa""",1,4, הַ⁠יּ֔וֹם,,"He,Td:Ncmsa",יוֹם,d:H3117,True,H3117,,57,1,1,09-1SA
58," \w וַ⁠יִּזְבַּ֖ח|lemma=""זָבַח"" strong=""c:H2076"" x-morph=""He,C:Vqw3ms""",1,4, וַ⁠יִּזְבַּ֖ח,,"He,C:Vqw3ms",זָבַח,c:H2076,True,H2076,,58,1,1,09-1SA
59," \w אֶלְקָנָ֑ה|lemma=""אֶלְקָנָה"" strong=""H0511"" x-morph=""He,Np""",1,4, אֶלְקָנָ֑ה,,"He,Np",אֶלְקָנָה,H0511,False,H0511,,59,1,1,09-1SA
60," \w וְ⁠נָתַ֞ן|lemma=""נָתַן"" strong=""c:H5414"" x-morph=""He,C:Vqp3ms""",1,4, וְ⁠נָתַ֞ן,,"He,C:Vqp3ms",נָתַן,c:H5414,True,H5414,,60,1,1,09-1SA
61," \w לִ⁠פְנִנָּ֣ה|lemma=""פְּנִנָּה"" strong=""l:H6444"" x-morph=""He,R:Np""",1,4, לִ⁠פְנִנָּ֣ה,,"He,R:Np",פְּנִנָּה,l:H6444,True,H6444,,61,1,1,09-1SA
62," \w אִשְׁתּ֗⁠וֹ|lemma=""אִשָּׁה"" strong=""H0802"" x-morph=""He,Ncfsc:Sp3ms""",1,4, אִשְׁתּ֗⁠וֹ,,"He,Ncfsc:Sp3ms",אִשָּׁה,H0802,False,H0802,,62,1,1,09-1SA
63," \w וּֽ⁠לְ⁠כָל|lemma=""כֹּל"" strong=""c:l:H3605"" x-morph=""He,C:R:Ncmsc""",1,4, וּֽ⁠לְ⁠כָל,,"He,C:R:Ncmsc",כֹּל,c:l:H3605,True,H3605,,63,1,1,09-1SA
64,"־\w בָּנֶ֛י⁠הָ|lemma=""בֵּן"" strong=""H1121a"" x-morph=""He,Ncmpc:Sp3fs"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,4, בָּנֶ֛י⁠הָ,־,"He,Ncmpc:Sp3fs",בֵּן,H1121a,False,H1121a,rc://*/tw/dict/bible/kt/son,64,1,1,09-1SA
65," \w וּ⁠בְנוֹתֶ֖י⁠הָ|lemma=""בַּת"" strong=""c:H1323"" x-morph=""He,C:Ncfpc:Sp3fs""",1,4, וּ⁠בְנוֹתֶ֖י⁠הָ,,"He,C:Ncfpc:Sp3fs",בַּת,c:H1323,True,H1323,,65,1,1,09-1SA
66," \w מָנֽוֹת|lemma=""מָנָה"" strong=""H4490"" x-morph=""He,Ncfpa""",1,4, מָנֽוֹת,,"He,Ncfpa",מָנָה,H4490,False,H4490,,66,1,1,09-1SA
68,"\w וּ⁠לְ⁠חַנָּ֕ה|lemma=""חַנָּה"" strong=""c:l:H2584"" x-morph=""He,C:R:Np""",1,5, וּ⁠לְ⁠חַנָּ֕ה,,"He,C:R:Np",חַנָּה,c:l:H2584,True,H2584,,68,1,1,09-1SA
69," \w יִתֵּ֛ן|lemma=""נָתַן"" strong=""H5414"" x-morph=""He,Vqi3ms""",1,5, יִתֵּ֛ן,,"He,Vqi3ms",נָתַן,H5414,False,H5414,,69,1,1,09-1SA
70," \w מָנָ֥ה|lemma=""מָנָה"" strong=""H4490"" x-morph=""He,Ncfsa""",1,5, מָנָ֥ה,,"He,Ncfsa",מָנָה,H4490,False,H4490,,70,1,1,09-1SA
71," \w אַחַ֖ת|lemma=""אֶחָד"" strong=""H0259"" x-morph=""He,Acfsa""",1,5, אַחַ֖ת,,"He,Acfsa",אֶחָד,H0259,False,H0259,,71,1,1,09-1SA
72," \w אַפָּ֑יִם|lemma=""אַף"" strong=""H0639"" x-morph=""He,Ncmda""",1,5, אַפָּ֑יִם,,"He,Ncmda",אַף,H0639,False,H0639,,72,1,1,09-1SA
73," \w כִּ֤י|lemma=""כִּי"" strong=""H3588a"" x-morph=""He,C""",1,5, כִּ֤י,,"He,C",כִּי,H3588a,False,H3588a,,73,1,1,09-1SA
74," \w אֶת|lemma=""אֵת"" strong=""H0853"" x-morph=""He,To""",1,5, אֶת,,"He,To",אֵת,H0853,False,H0853,,74,1,1,09-1SA
75,"־\w חַנָּה֙|lemma=""חַנָּה"" strong=""H2584"" x-morph=""He,Np""",1,5, חַנָּה֙,־,"He,Np",חַנָּה,H2584,False,H2584,,75,1,1,09-1SA
76," \w אָהֵ֔ב|lemma=""אָהַב"" strong=""H0157"" x-morph=""He,Vqp3ms"" x-tw=""rc://*/tw/dict/bible/kt/love""",1,5, אָהֵ֔ב,,"He,Vqp3ms",אָהַב,H0157,False,H0157,rc://*/tw/dict/bible/kt/love,76,1,1,09-1SA
77," \w וַֽ⁠יהוָ֖ה|lemma=""יְהֹוָה"" strong=""c:H3068"" x-morph=""He,C:Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,5, וַֽ⁠יהוָ֖ה,,"He,C:Np",יְהֹוָה,c:H3068,True,H3068,rc://*/tw/dict/bible/kt/yahweh,77,1,1,09-1SA
78," \w סָגַ֥ר|lemma=""סָגַר"" strong=""H5462"" x-morph=""He,Vqp3ms""",1,5, סָגַ֥ר,,"He,Vqp3ms",סָגַר,H5462,False,H5462,,78,1,1,09-1SA
79," \w רַחְמָֽ⁠הּ|lemma=""רֶחֶם"" strong=""H7358"" x-morph=""He,Ncmsc:Sp3fs""",1,5, רַחְמָֽ⁠הּ,,"He,Ncmsc:Sp3fs",רֶחֶם,H7358,False,H7358,,79,1,1,09-1SA
81,"\w וְ⁠כִֽעֲסַ֤תָּ⁠ה|lemma=""כַּעַס"" strong=""c:H3707"" x-morph=""He,C:Vpp3fs:Sp3fs""",1,6, וְ⁠כִֽעֲסַ֤תָּ⁠ה,,"He,C:Vpp3fs:Sp3fs",כַּעַס,c:H3707,True,H3707,,81,1,1,09-1SA
82," \w צָֽרָתָ⁠הּ֙|lemma=""צָרָה"" strong=""H6869c"" x-morph=""He,Ncfsc:Sp3fs""",1,6, צָֽרָתָ⁠הּ֙,,"He,Ncfsc:Sp3fs",צָרָה,H6869c,False,H6869,,82,1,1,09-1SA
83," \w גַּם|lemma=""גַּם"" strong=""H1571"" x-morph=""He,Ta""",1,6, גַּם,,"He,Ta",גַּם,H1571,False,H1571,,83,1,1,09-1SA
84,"־\w כַּ֔עַס|lemma=""כַּעַס"" strong=""H3708a"" x-morph=""He,Ncmsa""",1,6, כַּ֔עַס,־,"He,Ncmsa",כַּעַס,H3708a,False,H3708a,,84,1,1,09-1SA
85," \w בַּ⁠עֲב֖וּר|lemma=""עָבוּר"" strong=""b:H5668"" x-morph=""He,R:Ncmsc""",1,6, בַּ⁠עֲב֖וּר,,"He,R:Ncmsc",עָבוּר,b:H5668,True,H5668,,85,1,1,09-1SA
86," \w הַרְּעִמָ֑⁠הּ|lemma=""רָעַם"" strong=""H7481"" x-morph=""He,Vhc:Sp3fs""",1,6, הַרְּעִמָ֑⁠הּ,,"He,Vhc:Sp3fs",רָעַם,H7481,False,H7481,,86,1,1,09-1SA
87," \w כִּֽי|lemma=""כִּי"" strong=""H3588a"" x-morph=""He,C""",1,6, כִּֽי,,"He,C",כִּי,H3588a,False,H3588a,,87,1,1,09-1SA
88,"־\w סָגַ֥ר|lemma=""סָגַר"" strong=""H5462"" x-morph=""He,Vqp3ms""",1,6, סָגַ֥ר,־,"He,Vqp3ms",סָגַר,H5462,False,H5462,,88,1,1,09-1SA
89," \w יְהוָ֖ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,6, יְהוָ֖ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,89,1,1,09-1SA
90," \w בְּעַ֥ד|lemma=""בְּעַד"" strong=""H1157"" x-morph=""He,R""",1,6, בְּעַ֥ד,,"He,R",בְּעַד,H1157,False,H1157,,90,1,1,09-1SA
91," \w רַחְמָֽ⁠הּ|lemma=""רֶחֶם"" strong=""H7358"" x-morph=""He,Ncmsc:Sp3fs""",1,6, רַחְמָֽ⁠הּ,,"He,Ncmsc:Sp3fs",רֶחֶם,H7358,False,H7358,,91,1,1,09-1SA
93,"\w וְ⁠כֵ֨ן|lemma=""כֵּן"" strong=""c:H3651c"" x-morph=""He,C:Tm""",1,7, וְ⁠כֵ֨ן,,"He,C:Tm",כֵּן,c:H3651c,True,H3651,,93,1,1,09-1SA
94," \w יַעֲשֶׂ֜ה|lemma=""עָשָׂה"" strong=""H6213a"" x-morph=""He,Vqi3ms""",1,7, יַעֲשֶׂ֜ה,,"He,Vqi3ms",עָשָׂה,H6213a,False,H6213a,,94,1,1,09-1SA
95," \w שָׁנָ֣ה|lemma=""שָׁנֶה"" strong=""H8141"" x-morph=""He,Ncfsa""",1,7, שָׁנָ֣ה,,"He,Ncfsa",שָׁנֶה,H8141,False,H8141,,95,1,1,09-1SA
96," \w בְ⁠שָׁנָ֗ה|lemma=""שָׁנֶה"" strong=""b:H8141"" x-morph=""He,R:Ncfsa""",1,7, בְ⁠שָׁנָ֗ה,,"He,R:Ncfsa",שָׁנֶה,b:H8141,True,H8141,,96,1,1,09-1SA
97," \w מִ⁠דֵּ֤י|lemma=""דַּי"" strong=""m:H1767"" x-morph=""He,R:Ncmsc""",1,7, מִ⁠דֵּ֤י,,"He,R:Ncmsc",דַּי,m:H1767,True,H1767,,97,1,1,09-1SA
98," \w עֲלֹתָ⁠הּ֙|lemma=""עָלָה"" strong=""H5927"" x-morph=""He,Vqc:Sp3fs""",1,7, עֲלֹתָ⁠הּ֙,,"He,Vqc:Sp3fs",עָלָה,H5927,False,H5927,,98,1,1,09-1SA
99," \w בְּ⁠בֵ֣ית|lemma=""בַּיִת"" strong=""b:H1004b"" x-morph=""He,R:Ncmsc"" x-tw=""rc://*/tw/dict/bible/kt/temple""",1,7, בְּ⁠בֵ֣ית,,"He,R:Ncmsc",בַּיִת,b:H1004b,True,H1004,rc://*/tw/dict/bible/kt/temple,99,1,1,09-1SA
100," \w יְהוָ֔ה|lemma=""יְהֹוָה"" strong=""H3068"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/yahweh""",1,7, יְהוָ֔ה,,"He,Np",יְהֹוָה,H3068,False,H3068,rc://*/tw/dict/bible/kt/yahweh,100,1,1,09-1SA
101," \w כֵּ֖ן|lemma=""כֵּן"" strong=""H3651c"" x-morph=""He,Tm""",1,7, כֵּ֖ן,,"He,Tm",כֵּן,H3651c,False,H3651,,101,1,1,09-1SA
102," \w תַּכְעִסֶ֑⁠נָּה|lemma=""כַּעַס"" strong=""H3707"" x-morph=""He,Vhi3fs:Sp3fs""",1,7, תַּכְעִסֶ֑⁠נָּה,,"He,Vhi3fs:Sp3fs",כַּעַס,H3707,False,H3707,,102,1,1,09-1SA
103," \w וַ⁠תִּבְכֶּ֖ה|lemma=""בָּכָה"" strong=""c:H1058"" x-morph=""He,C:Vqw3fs""",1,7, וַ⁠תִּבְכֶּ֖ה,,"He,C:Vqw3fs",בָּכָה,c:H1058,True,H1058,,103,1,1,09-1SA
104," \w וְ⁠לֹ֥א|lemma=""לֹא"" strong=""c:H3808"" x-morph=""He,C:Tn""",1,7, וְ⁠לֹ֥א,,"He,C:Tn",לֹא,c:H3808,True,H3808,,104,1,1,09-1SA
105," \w תֹאכַֽל|lemma=""אָכַל"" strong=""H0398"" x-morph=""He,Vqi3fs"" x-tw=""rc://*/tw/dict/bible/other/devour""",1,7, תֹאכַֽל,,"He,Vqi3fs",אָכַל,H0398,False,H0398,rc://*/tw/dict/bible/other/devour,105,1,1,09-1SA
107,"\w וַ⁠יֹּ֨אמֶר|lemma=""אָמַר"" strong=""c:H0559"" x-morph=""He,C:Vqw3ms""",1,8, וַ⁠יֹּ֨אמֶר,,"He,C:Vqw3ms",אָמַר,c:H0559,True,H0559,,107,1,1,09-1SA
108," \w לָ֜⁠הּ|lemma="""" strong=""l"" x-morph=""He,R:Sp3fs""",1,8, לָ֜⁠הּ,,"He,R:Sp3fs",,l,False,,,108,1,1,09-1SA
109," \w אֶלְקָנָ֣ה|lemma=""אֶלְקָנָה"" strong=""H0511"" x-morph=""He,Np""",1,8, אֶלְקָנָ֣ה,,"He,Np",אֶלְקָנָה,H0511,False,H0511,,109,1,1,09-1SA
110," \w אִישָׁ֗⁠הּ|lemma=""אִישׁ"" strong=""H0376"" x-morph=""He,Ncmsc:Sp3fs""",1,8, אִישָׁ֗⁠הּ,,"He,Ncmsc:Sp3fs",אִישׁ,H0376,False,H0376,,110,1,1,09-1SA
111," \w חַנָּה֙|lemma=""חַנָּה"" strong=""H2584"" x-morph=""He,Np""",1,8, חַנָּה֙,,"He,Np",חַנָּה,H2584,False,H2584,,111,1,1,09-1SA
112," \w לָ֣⁠מֶה|lemma=""מָה"" strong=""l:H4100"" x-morph=""He,R:Ti""",1,8, לָ֣⁠מֶה,,"He,R:Ti",מָה,l:H4100,True,H4100,,112,1,1,09-1SA
113," \w תִבְכִּ֗י|lemma=""בָּכָה"" strong=""H1058"" x-morph=""He,Vqi2fs""",1,8, תִבְכִּ֗י,,"He,Vqi2fs",בָּכָה,H1058,False,H1058,,113,1,1,09-1SA
114," \w וְ⁠לָ֨⁠מֶה֙|lemma=""מָה"" strong=""c:l:H4100"" x-morph=""He,C:R:Ti""",1,8, וְ⁠לָ֨⁠מֶה֙,,"He,C:R:Ti",מָה,c:l:H4100,True,H4100,,114,1,1,09-1SA
115," \w לֹ֣א|lemma=""לֹא"" strong=""H3808"" x-morph=""He,Tn""",1,8, לֹ֣א,,"He,Tn",לֹא,H3808,False,H3808,,115,1,1,09-1SA
