index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
12," \w מְשָׁרֵ֥ת|lemma=""שָׁרַת"" strong=""H8334"" x-morph=""He,Vprmsc"" x-tw=""rc://*/tw/dict/bible/other/servant""",1,1, מְשָׁרֵ֥ת,,"He,Vprmsc",שָׁרַת,H8334,False,H8334,rc://*/tw/dict/bible/other/servant,12,1,1,06-JOS
13," \w מֹשֶׁ֖ה|lemma=""מֹשֶׁה"" strong=""H4872"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/moses""",1,1, מֹשֶׁ֖ה,,"He,Np",מֹשֶׁה,H4872,False,H4872,rc://*/tw/dict/bible/names/moses,13,2,2,06-JOS
14," \w לֵ⁠אמֹֽר|lemma=""אָמַר"" strong=""l:H0559"" x-morph=""He,R:Vqc""",1,1, לֵ⁠אמֹֽר,,"He,R:Vqc",אָמַר,l:H0559,True,H0559,,14,1,1,06-JOS
16,"\w מֹשֶׁ֥ה|lemma=""מֹשֶׁה"" strong=""H4872"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/moses""",1,2, מֹשֶׁ֥ה,,"He,Np",מֹשֶׁה,H4872,False,H4872,rc://*/tw/dict/bible/names/moses,16,1,1,06-JOS
17," \w עַבְדִּ֖⁠י|lemma=""עֶבֶד"" strong=""H5650"" x-morph=""He,Ncmsc:Sp1cs"" x-tw=""rc://*/tw/dict/bible/other/servant""",1,2, עַבְדִּ֖⁠י,,"He,Ncmsc:Sp1cs",עֶבֶד,H5650,False,H5650,rc://*/tw/dict/bible/other/servant,17,1,1,06-JOS
18," \w מֵ֑ת|lemma=""מוּת"" strong=""H4191"" x-morph=""He,Vqp3ms""",1,2, מֵ֑ת,,"He,Vqp3ms",מוּת,H4191,False,H4191,,18,1,1,06-JOS
19," \w וְ⁠עַתָּה֩|lemma=""עַתָּה"" strong=""c:H6258"" x-morph=""He,C:D""",1,2, וְ⁠עַתָּה֩,,"He,C:D",עַתָּה,c:H6258,True,H6258,,19,1,1,06-JOS
20," \w ק֨וּם|lemma=""קוּם"" strong=""H6965b"" x-morph=""He,Vqv2ms""",1,2, ק֨וּם,,"He,Vqv2ms",קוּם,H6965b,False,H6965,,20,1,1,06-JOS
21," \w עֲבֹ֜ר|lemma=""עָבַר"" strong=""H5674a"" x-morph=""He,Vqv2ms""",1,2, עֲבֹ֜ר,,"He,Vqv2ms",עָבַר,H5674a,False,H5674a,,21,1,1,06-JOS
22," \w אֶת|lemma=""אֵת"" strong=""H0853"" x-morph=""He,To""",1,2, אֶת,,"He,To",אֵת,H0853,False,H0853,,22,1,1,06-JOS
23,"־\w הַ⁠יַּרְדֵּ֣ן|lemma=""יַרְדֵּן"" strong=""d:H3383"" x-morph=""He,Td:Np"" x-tw=""rc://*/tw/dict/bible/names/jordanriver""",1,2, הַ⁠יַּרְדֵּ֣ן,־,"He,Td:Np",יַרְדֵּן,d:H3383,True,H3383,rc://*/tw/dict/bible/names/jordanriver,23,1,1,06-JOS
24," \w הַ⁠זֶּ֗ה|lemma=""זֶה"" strong=""d:H2088"" x-morph=""He,Td:Pdxms""",1,2, הַ⁠זֶּ֗ה,,"He,Td:Pdxms",זֶה,d:H2088,True,H2088,,24,1,1,06-JOS
25," \w אַתָּה֙|lemma=""אַתָּה"" strong=""H0859a"" x-morph=""He,Pp2ms""",1,2, אַתָּה֙,,"He,Pp2ms",אַתָּה,H0859a,False,H0859a,,25,1,1,06-JOS
26," \w וְ⁠כָל|lemma=""כֹּל"" strong=""c:H3605"" x-morph=""He,C:Ncmsc""",1,2, וְ⁠כָל,,"He,C:Ncmsc",כֹּל,c:H3605,True,H3605,,26,1,1,06-JOS
27,"־\w הָ⁠עָ֣ם|lemma=""עַם"" strong=""d:H5971a"" x-morph=""He,Td:Ncmsa"" x-tw=""rc://*/tw/dict/bible/other/peoplegroup""",1,2, הָ⁠עָ֣ם,־,"He,Td:Ncmsa",עַם,d:H5971a,True,H5971a,rc://*/tw/dict/bible/other/peoplegroup,27,1,1,06-JOS
28," \w הַ⁠זֶּ֔ה|lemma=""זֶה"" strong=""d:H2088"" x-morph=""He,Td:Pdxms""",1,2, הַ⁠זֶּ֔ה,,"He,Td:Pdxms",זֶה,d:H2088,True,H2088,,28,1,1,06-JOS
29," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,2, אֶל,,"He,R",אֵל,H0413,False,H0413,,29,1,1,06-JOS
30,"־\w הָ⁠אָ֕רֶץ|lemma=""אֶרֶץ"" strong=""d:H0776"" x-morph=""He,Td:Ncbsa""",1,2, הָ⁠אָ֕רֶץ,־,"He,Td:Ncbsa",אֶרֶץ,d:H0776,True,H0776,,30,1,1,06-JOS
31," \w אֲשֶׁ֧ר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,2, אֲשֶׁ֧ר,,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,31,1,1,06-JOS
32," \w אָנֹכִ֛י|lemma=""אָנֹכִי"" strong=""H0595"" x-morph=""He,Pp1cs""",1,2, אָנֹכִ֛י,,"He,Pp1cs",אָנֹכִי,H0595,False,H0595,,32,1,1,06-JOS
33," \w נֹתֵ֥ן|lemma=""נָתַן"" strong=""H5414"" x-morph=""He,Vqrmsa""",1,2, נֹתֵ֥ן,,"He,Vqrmsa",נָתַן,H5414,False,H5414,,33,1,1,06-JOS
34," \w לָ⁠הֶ֖ם|lemma="""" strong=""l"" x-morph=""He,R:Sp3mp""",1,2, לָ⁠הֶ֖ם,,"He,R:Sp3mp",,l,False,,,34,1,1,06-JOS
35," \w לִ⁠בְנֵ֥י|lemma=""בֵּן"" strong=""l:H1121a"" x-morph=""He,R:Ncmpc"" x-tw=""rc://*/tw/dict/bible/kt/son""",1,2, לִ⁠בְנֵ֥י,,"He,R:Ncmpc",בֵּן,l:H1121a,True,H1121a,rc://*/tw/dict/bible/kt/son,35,1,1,06-JOS
36," \w יִשְׂרָאֵֽל|lemma=""יִשְׂרָאֵל"" strong=""H3478"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/kt/israel""",1,2, יִשְׂרָאֵֽל,,"He,Np",יִשְׂרָאֵל,H3478,False,H3478,rc://*/tw/dict/bible/kt/israel,36,1,1,06-JOS
38,"\w כָּל|lemma=""כֹּל"" strong=""H3605"" x-morph=""He,Ncmsc""",1,3, כָּל,,"He,Ncmsc",כֹּל,H3605,False,H3605,,38,1,1,06-JOS
39,"־\w מָק֗וֹם|lemma=""מָקוֹם"" strong=""H4725"" x-morph=""He,Ncmsa""",1,3, מָק֗וֹם,־,"He,Ncmsa",מָקוֹם,H4725,False,H4725,,39,1,1,06-JOS
40," \w אֲשֶׁ֨ר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,3, אֲשֶׁ֨ר,,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,40,1,1,06-JOS
41," \w תִּדְרֹ֧ךְ|lemma=""דָּרַךְ"" strong=""H1869"" x-morph=""He,Vqi3fs""",1,3, תִּדְרֹ֧ךְ,,"He,Vqi3fs",דָּרַךְ,H1869,False,H1869,,41,1,1,06-JOS
42," \w כַּֽף|lemma=""כַּף"" strong=""H3709"" x-morph=""He,Ncfsc""",1,3, כַּֽף,,"He,Ncfsc",כַּף,H3709,False,H3709,,42,1,1,06-JOS
43,"־\w רַגְלְ⁠כֶ֛ם|lemma=""רֶגֶל"" strong=""H7272"" x-morph=""He,Ncfsc:Sp2mp""",1,3, רַגְלְ⁠כֶ֛ם,־,"He,Ncfsc:Sp2mp",רֶגֶל,H7272,False,H7272,,43,1,1,06-JOS
44," \w בּ֖⁠וֹ|lemma="""" strong=""b"" x-morph=""He,R:Sp3ms""",1,3, בּ֖⁠וֹ,,"He,R:Sp3ms",,b,False,,,44,1,1,06-JOS
45," \w לָ⁠כֶ֣ם|lemma="""" strong=""l"" x-morph=""He,R:Sp2mp""",1,3, לָ⁠כֶ֣ם,,"He,R:Sp2mp",,l,False,,,45,1,1,06-JOS
46," \w נְתַתִּ֑י⁠ו|lemma=""נָתַן"" strong=""H5414"" x-morph=""He,Vqp1cs:Sp3ms""",1,3, נְתַתִּ֑י⁠ו,,"He,Vqp1cs:Sp3ms",נָתַן,H5414,False,H5414,,46,1,1,06-JOS
47," \w כַּ⁠אֲשֶׁ֥ר|lemma=""אֲשֶׁר"" strong=""k:H0834d"" x-morph=""He,R:Tr""",1,3, כַּ⁠אֲשֶׁ֥ר,,"He,R:Tr",אֲשֶׁר,k:H0834d,True,H0834,,47,1,1,06-JOS
48," \w דִּבַּ֖רְתִּי|lemma=""דָבַר"" strong=""H1696"" x-morph=""He,Vpp1cs""",1,3, דִּבַּ֖רְתִּי,,"He,Vpp1cs",דָבַר,H1696,False,H1696,,48,1,1,06-JOS
49," \w אֶל|lemma=""אֵל"" strong=""H0413"" x-morph=""He,R""",1,3, אֶל,,"He,R",אֵל,H0413,False,H0413,,49,1,1,06-JOS
50,"־\w מֹשֶֽׁה|lemma=""מֹשֶׁה"" strong=""H4872"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/moses""",1,3, מֹשֶֽׁה,־,"He,Np",מֹשֶׁה,H4872,False,H4872,rc://*/tw/dict/bible/names/moses,50,1,1,06-JOS
52,"\w מֵ⁠הַ⁠מִּדְבָּר֩|lemma=""מִדְבָּר"" strong=""m:d:H4057b"" x-morph=""He,R:Td:Ncmsa"" x-tw=""rc://*/tw/dict/bible/other/desert""",1,4, מֵ⁠הַ⁠מִּדְבָּר֩,,"He,R:Td:Ncmsa",מִדְבָּר,m:d:H4057b,True,H4057,rc://*/tw/dict/bible/other/desert,52,1,1,06-JOS
53," \w וְ⁠הַ⁠לְּבָנ֨וֹן|lemma=""לְבָנוֹן"" strong=""c:d:H3844"" x-morph=""He,C:Td:Np"" x-tw=""rc://*/tw/dict/bible/names/lebanon""",1,4, וְ⁠הַ⁠לְּבָנ֨וֹן,,"He,C:Td:Np",לְבָנוֹן,c:d:H3844,True,H3844,rc://*/tw/dict/bible/names/lebanon,53,1,1,06-JOS
54," \w הַ⁠זֶּ֜ה|lemma=""זֶה"" strong=""d:H2088"" x-morph=""He,Td:Pdxms""",1,4, הַ⁠זֶּ֜ה,,"He,Td:Pdxms",זֶה,d:H2088,True,H2088,,54,1,1,06-JOS
55," \w וְֽ⁠עַד|lemma=""עַד"" strong=""c:H5704"" x-morph=""He,C:R""",1,4, וְֽ⁠עַד,,"He,C:R",עַד,c:H5704,True,H5704,,55,1,1,06-JOS
56,"־\w הַ⁠נָּהָ֧ר|lemma=""נָהָר"" strong=""d:H5104"" x-morph=""He,Td:Ncmsa""",1,4, הַ⁠נָּהָ֧ר,־,"He,Td:Ncmsa",נָהָר,d:H5104,True,H5104,,56,1,1,06-JOS
57," \w הַ⁠גָּד֣וֹל|lemma=""גָּדוֹל"" strong=""d:H1419a"" x-morph=""He,Td:Aamsa""",1,4, הַ⁠גָּד֣וֹל,,"He,Td:Aamsa",גָּדוֹל,d:H1419a,True,H1419a,,57,1,1,06-JOS
58," \w נְהַר|lemma=""נָהָר"" strong=""H5104"" x-morph=""He,Ncmsc""",1,4, נְהַר,,"He,Ncmsc",נָהָר,H5104,False,H5104,,58,1,1,06-JOS
59,"־\w פְּרָ֗ת|lemma=""פְּרָת"" strong=""H6578"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/euphrates""",1,4, פְּרָ֗ת,־,"He,Np",פְּרָת,H6578,False,H6578,rc://*/tw/dict/bible/names/euphrates,59,1,1,06-JOS
60," \w כֹּ֚ל|lemma=""כֹּל"" strong=""H3605"" x-morph=""He,Ncmsc""",1,4, כֹּ֚ל,,"He,Ncmsc",כֹּל,H3605,False,H3605,,60,1,1,06-JOS
61," \w אֶ֣רֶץ|lemma=""אֶרֶץ"" strong=""H0776"" x-morph=""He,Ncbsc""",1,4, אֶ֣רֶץ,,"He,Ncbsc",אֶרֶץ,H0776,False,H0776,,61,1,1,06-JOS
62," \w הַֽ⁠חִתִּ֔ים|lemma=""חִתִּי"" strong=""d:H2850"" x-morph=""He,Td:Ngmpa"" x-tw=""rc://*/tw/dict/bible/names/hittite""",1,4, הַֽ⁠חִתִּ֔ים,,"He,Td:Ngmpa",חִתִּי,d:H2850,True,H2850,rc://*/tw/dict/bible/names/hittite,62,1,1,06-JOS
63," \w וְ⁠עַד|lemma=""עַד"" strong=""c:H5704"" x-morph=""He,C:R""",1,4, וְ⁠עַד,,"He,C:R",עַד,c:H5704,True,H5704,,63,1,1,06-JOS
64,"־\w הַ⁠יָּ֥ם|lemma=""יָם"" strong=""d:H3220"" x-morph=""He,Td:Ncmsa""",1,4, הַ⁠יָּ֥ם,־,"He,Td:Ncmsa",יָם,d:H3220,True,H3220,,64,1,1,06-JOS
65," \w הַ⁠גָּד֖וֹל|lemma=""גָּדוֹל"" strong=""d:H1419a"" x-morph=""He,Td:Aamsa""",1,4, הַ⁠גָּד֖וֹל,,"He,Td:Aamsa",גָּדוֹל,d:H1419a,True,H1419a,,65,1,1,06-JOS
66," \w מְב֣וֹא|lemma=""מָבוֹא"" strong=""H3996"" x-morph=""He,Ncmsc""",1,4, מְב֣וֹא,,"He,Ncmsc",מָבוֹא,H3996,False,H3996,,66,1,1,06-JOS
67," \w הַ⁠שָּׁ֑מֶשׁ|lemma=""שֶׁמֶשׁ"" strong=""d:H8121"" x-morph=""He,Td:Ncbsa""",1,4, הַ⁠שָּׁ֑מֶשׁ,,"He,Td:Ncbsa",שֶׁמֶשׁ,d:H8121,True,H8121,,67,1,1,06-JOS
68," \w יִֽהְיֶ֖ה|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqi3ms""",1,4, יִֽהְיֶ֖ה,,"He,Vqi3ms",הָיָה,H1961,False,H1961,,68,1,1,06-JOS
69," \w גְּבוּלְ⁠כֶֽם|lemma=""גְּבוּל"" strong=""H1366"" x-morph=""He,Ncmsc:Sp2mp""",1,4, גְּבוּלְ⁠כֶֽם,,"He,Ncmsc:Sp2mp",גְּבוּל,H1366,False,H1366,,69,1,1,06-JOS
71,"\w לֹֽא|lemma=""לֹא"" strong=""H3808"" x-morph=""He,Tn""",1,5, לֹֽא,,"He,Tn",לֹא,H3808,False,H3808,,71,1,1,06-JOS
72,"־\w יִתְיַצֵּ֥ב|lemma=""יָצַב"" strong=""H3320"" x-morph=""He,Vti3ms""",1,5, יִתְיַצֵּ֥ב,־,"He,Vti3ms",יָצַב,H3320,False,H3320,,72,1,1,06-JOS
73," \w אִישׁ֙|lemma=""אִישׁ"" strong=""H0376"" x-morph=""He,Ncmsa""",1,5, אִישׁ֙,,"He,Ncmsa",אִישׁ,H0376,False,H0376,,73,1,1,06-JOS
74," \w לְ⁠פָנֶ֔י⁠ךָ|lemma=""פָּנִים"" strong=""l:H6440"" x-morph=""He,R:Ncbpc:Sp2ms""",1,5, לְ⁠פָנֶ֔י⁠ךָ,,"He,R:Ncbpc:Sp2ms",פָּנִים,l:H6440,True,H6440,,74,1,1,06-JOS
75," \w כֹּ֖ל|lemma=""כֹּל"" strong=""H3605"" x-morph=""He,Ncmsc""",1,5, כֹּ֖ל,,"He,Ncmsc",כֹּל,H3605,False,H3605,,75,1,1,06-JOS
76," \w יְמֵ֣י|lemma=""יוֹם"" strong=""H3117"" x-morph=""He,Ncmpc""",1,5, יְמֵ֣י,,"He,Ncmpc",יוֹם,H3117,False,H3117,,76,1,1,06-JOS
77," \w חַיֶּ֑י⁠ךָ|lemma=""חַי"" strong=""H2416e"" x-morph=""He,Ncmpc:Sp2ms""",1,5, חַיֶּ֑י⁠ךָ,,"He,Ncmpc:Sp2ms",חַי,H2416e,False,H2416e,,77,1,1,06-JOS
78," \w כַּֽ⁠אֲשֶׁ֨ר|lemma=""אֲשֶׁר"" strong=""k:H0834d"" x-morph=""He,R:Tr""",1,5, כַּֽ⁠אֲשֶׁ֨ר,,"He,R:Tr",אֲשֶׁר,k:H0834d,True,H0834,,78,1,1,06-JOS
79," \w הָיִ֤יתִי|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqp1cs""",1,5, הָיִ֤יתִי,,"He,Vqp1cs",הָיָה,H1961,False,H1961,,79,1,1,06-JOS
80," \w עִם|lemma=""עִם"" strong=""H5973a"" x-morph=""He,R""",1,5, עִם,,"He,R",עִם,H5973a,False,H5973a,,80,1,1,06-JOS
81,"־\w מֹשֶׁה֙|lemma=""מֹשֶׁה"" strong=""H4872"" x-morph=""He,Np"" x-tw=""rc://*/tw/dict/bible/names/moses""",1,5, מֹשֶׁה֙,־,"He,Np",מֹשֶׁה,H4872,False,H4872,rc://*/tw/dict/bible/names/moses,81,1,1,06-JOS
82," \w אֶהְיֶ֣ה|lemma=""הָיָה"" strong=""H1961"" x-morph=""He,Vqi1cs""",1,5, אֶהְיֶ֣ה,,"He,Vqi1cs",הָיָה,H1961,False,H1961,,82,1,1,06-JOS
83," \w עִמָּ֔⁠ךְ|lemma=""עִם"" strong=""H5973a"" x-morph=""He,R:Sp2fs""",1,5, עִמָּ֔⁠ךְ,,"He,R:Sp2fs",עִם,H5973a,False,H5973a,,83,1,1,06-JOS
84," \w לֹ֥א|lemma=""לֹא"" strong=""H3808"" x-morph=""He,Tn""",1,5, לֹ֥א,,"He,Tn",לֹא,H3808,False,H3808,,84,1,1,06-JOS
85," \w אַרְפְּ⁠ךָ֖|lemma=""רָפָה"" strong=""H7503"" x-morph=""He,Vhi1cs:Sp2ms""",1,5, אַרְפְּ⁠ךָ֖,,"He,Vhi1cs:Sp2ms",רָפָה,H7503,False,H7503,,85,1,1,06-JOS
86," \w וְ⁠לֹ֥א|lemma=""לֹא"" strong=""c:H3808"" x-morph=""He,C:Tn""",1,5, וְ⁠לֹ֥א,,"He,C:Tn",לֹא,c:H3808,True,H3808,,86,1,1,06-JOS
87," \w אֶעֶזְבֶֽ⁠ךָּ|lemma=""עָזַב"" strong=""H5800a"" x-morph=""He,Vqi1cs:Sp2ms"" x-tw=""rc://*/tw/dict/bible/other/forsaken""",1,5, אֶעֶזְבֶֽ⁠ךָּ,,"He,Vqi1cs:Sp2ms",עָזַב,H5800a,False,H5800a,rc://*/tw/dict/bible/other/forsaken,87,1,1,06-JOS
89,"\w חֲזַ֖ק|lemma=""חָזַק"" strong=""H2388"" x-morph=""He,Vqv2ms"" x-tw=""rc://*/tw/dict/bible/other/strength""",1,6, חֲזַ֖ק,,"He,Vqv2ms",חָזַק,H2388,False,H2388,rc://*/tw/dict/bible/other/strength,89,1,1,06-JOS
90," \w וֶ⁠אֱמָ֑ץ|lemma=""אָמַץ"" strong=""c:H0553"" x-morph=""He,C:Vqv2ms"" x-tw=""rc://*/tw/dict/bible/other/courage""",1,6, וֶ⁠אֱמָ֑ץ,,"He,C:Vqv2ms",אָמַץ,c:H0553,True,H0553,rc://*/tw/dict/bible/other/courage,90,1,1,06-JOS
91," \w כִּ֣י|lemma=""כִּי"" strong=""H3588a"" x-morph=""He,C""",1,6, כִּ֣י,,"He,C",כִּי,H3588a,False,H3588a,,91,1,1,06-JOS
92," \w אַתָּ֗ה|lemma=""אַתָּה"" strong=""H0859a"" x-morph=""He,Pp2ms""",1,6, אַתָּ֗ה,,"He,Pp2ms",אַתָּה,H0859a,False,H0859a,,92,1,1,06-JOS
93," \w תַּנְחִיל֙|lemma=""נָחַל"" strong=""H5157"" x-morph=""He,Vhi2ms"" x-tw=""rc://*/tw/dict/bible/kt/inherit""",1,6, תַּנְחִיל֙,,"He,Vhi2ms",נָחַל,H5157,False,H5157,rc://*/tw/dict/bible/kt/inherit,93,1,1,06-JOS
94," \w אֶת|lemma=""אֵת"" strong=""H0853"" x-morph=""He,To""",1,6, אֶת,,"He,To",אֵת,H0853,False,H0853,,94,2,1,06-JOS
95,"־\w הָ⁠עָ֣ם|lemma=""עַם"" strong=""d:H5971a"" x-morph=""He,Td:Ncmsa"" x-tw=""rc://*/tw/dict/bible/other/peoplegroup""",1,6, הָ⁠עָ֣ם,־,"He,Td:Ncmsa",עַם,d:H5971a,True,H5971a,rc://*/tw/dict/bible/other/peoplegroup,95,1,1,06-JOS
96," \w הַ⁠זֶּ֔ה|lemma=""זֶה"" strong=""d:H2088"" x-morph=""He,Td:Pdxms""",1,6, הַ⁠זֶּ֔ה,,"He,Td:Pdxms",זֶה,d:H2088,True,H2088,,96,1,1,06-JOS
97," \w אֶת|lemma=""אֵת"" strong=""H0853"" x-morph=""He,To""",1,6, אֶת,,"He,To",אֵת,H0853,False,H0853,,97,2,2,06-JOS
98,"־\w הָ⁠אָ֕רֶץ|lemma=""אֶרֶץ"" strong=""d:H0776"" x-morph=""He,Td:Ncbsa""",1,6, הָ⁠אָ֕רֶץ,־,"He,Td:Ncbsa",אֶרֶץ,d:H0776,True,H0776,,98,1,1,06-JOS
99," \w אֲשֶׁר|lemma=""אֲשֶׁר"" strong=""H0834a"" x-morph=""He,Tr""",1,6, אֲשֶׁר,,"He,Tr",אֲשֶׁר,H0834a,False,H0834a,,99,1,1,06-JOS
100,"־\w נִשְׁבַּ֥עְתִּי|lemma=""שָׁבַע"" strong=""H7650"" x-morph=""He,VNp1cs"" x-tw=""rc://*/tw/dict/bible/other/oath""",1,6, נִשְׁבַּ֥עְתִּי,־,"He,VNp1cs",שָׁבַע,H7650,False,H7650,rc://*/tw/dict/bible/other/oath,100,1,1,06-JOS
101," \w לַ⁠אֲבוֹתָ֖⁠ם|lemma=""אָב"" strong=""l:H0001"" x-morph=""He,R:Ncmpc:Sp3mp"" x-tw=""rc://*/tw/dict/bible/other/father""",1,6, לַ⁠אֲבוֹתָ֖⁠ם,,"He,R:Ncmpc:Sp3mp",אָב,l:H0001,True,H0001,rc://*/tw/dict/bible/other/father,101,1,1,06-JOS
102," \w לָ⁠תֵ֥ת|lemma=""נָתַן"" strong=""l:H5414"" x-morph=""He,R:Vqc""",1,6, לָ⁠תֵ֥ת,,"He,R:Vqc",נָתַן,l:H5414,True,H5414,,102,1,1,06-JOS
103," \w לָ⁠הֶֽם|lemma="""" strong=""l"" x-morph=""He,R:Sp3mp""",1,6, לָ⁠הֶֽם,,"He,R:Sp3mp",,l,False,,,103,1,1,06-JOS
105,"\w רַק֩|lemma=""רַק"" strong=""H7535"" x-morph=""He,Ta""",1,7, רַק֩,,"He,Ta",רַק,H7535,False,H7535,,105,1,1,06-JOS
106," \w חֲזַ֨ק|lemma=""חָזַק"" strong=""H2388"" x-morph=""He,Vqv2ms"" x-tw=""rc://*/tw/dict/bible/other/strength""",1,7, חֲזַ֨ק,,"He,Vqv2ms",חָזַק,H2388,False,H2388,rc://*/tw/dict/bible/other/strength,106,1,1,06-JOS
107," \w וֶֽ⁠אֱמַ֜ץ|lemma=""אָמַץ"" strong=""c:H0553"" x-morph=""He,C:Vqv2ms"" x-tw=""rc://*/tw/dict/bible/other/courage""",1,7, וֶֽ⁠אֱמַ֜ץ,,"He,C:Vqv2ms",אָמַץ,c:H0553,True,H0553,rc://*/tw/dict/bible/other/courage,107,1,1,06-JOS
108," \w מְאֹ֗ד|lemma=""מְאֹד"" strong=""H3966"" x-morph=""He,D""",1,7, מְאֹ֗ד,,"He,D",מְאֹד,H3966,False,H3966,,108,1,1,06-JOS
109," \w לִ⁠שְׁמֹ֤ר|lemma=""שָׁמַר"" strong=""l:H8104"" x-morph=""He,R:Vqc""",1,7, לִ⁠שְׁמֹ֤ר,,"He,R:Vqc",שָׁמַר,l:H8104,True,H8104,,109,1,1,06-JOS
110," \w לַ⁠עֲשׂוֹת֙|lemma=""עָשָׂה"" strong=""l:H6213a"" x-morph=""He,R:Vqc"" x-tw=""rc://*/tw/dict/bible/other/obey""",1,7, לַ⁠עֲשׂוֹת֙,,"He,R:Vqc",עָשָׂה,l:H6213a,True,H6213a,rc://*/tw/dict/bible/other/obey,110,1,1,06-JOS
111," \w כְּ⁠כָל|lemma=""כֹּל"" strong=""k:H3605"" x-morph=""He,R:Ncmsc""",1,7, כְּ⁠כָל,,"He,R:Ncmsc",כֹּל,k:H3605,True,H3605,,111,1,1,06-JOS
