index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
20," \w Πνεύματος|lemma=""πνεῦμα"" strong=""G41510"" x-morph=""Gr,N,,,,,GNS,"" x-tw=""rc://*/tw/dict/bible/kt/holyspirit""",1,2, Πνεύματος,,"Gr,N,,,,,GNS,",πνεῦμα,G41510,False,G41510,rc://*/tw/dict/bible/kt/holyspirit,20,1,1,61-1PE
21,", \w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,2, εἰς,", ","Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,21,1,1,61-1PE
22," \w ὑπακοὴν|lemma=""ὑπακοή"" strong=""G52180"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/other/obey""",1,2, ὑπακοὴν,,"Gr,N,,,,,AFS,",ὑπακοή,G52180,False,G52180,rc://*/tw/dict/bible/other/obey,22,1,1,61-1PE
23," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,2, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,23,2,1,61-1PE
24," \w ῥαντισμὸν|lemma=""ῥαντισμός"" strong=""G44730"" x-morph=""Gr,N,,,,,AMS,""",1,2, ῥαντισμὸν,,"Gr,N,,,,,AMS,",ῥαντισμός,G44730,False,G44730,,24,1,1,61-1PE
25," \w αἵματος|lemma=""αἷμα"" strong=""G01290"" x-morph=""Gr,N,,,,,GNS,"" x-tw=""rc://*/tw/dict/bible/kt/blood""",1,2, αἵματος,,"Gr,N,,,,,GNS,",αἷμα,G01290,False,G01290,rc://*/tw/dict/bible/kt/blood,25,1,1,61-1PE
26," \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,2, Ἰησοῦ,,"Gr,N,,,,,GMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,26,1,1,61-1PE
27," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,2, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,27,1,1,61-1PE
28,": \w χάρις|lemma=""χάρις"" strong=""G54850"" x-morph=""Gr,N,,,,,NFS,"" x-tw=""rc://*/tw/dict/bible/kt/grace""",1,2, χάρις,: ,"Gr,N,,,,,NFS,",χάρις,G54850,False,G54850,rc://*/tw/dict/bible/kt/grace,28,1,1,61-1PE
29," \w ὑμῖν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2D,P,""",1,2, ὑμῖν,,"Gr,RP,,,2D,P,",σύ,G47710,False,G47710,,29,1,1,61-1PE
30," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,2, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,30,2,2,61-1PE
31," \w εἰρήνη|lemma=""εἰρήνη"" strong=""G15150"" x-morph=""Gr,N,,,,,NFS,"" x-tw=""rc://*/tw/dict/bible/other/peace""",1,2, εἰρήνη,,"Gr,N,,,,,NFS,",εἰρήνη,G15150,False,G15150,rc://*/tw/dict/bible/other/peace,31,1,1,61-1PE
32," \w πληθυνθείη|lemma=""πληθύνω"" strong=""G41290"" x-morph=""Gr,V,OAP3,,S,"" x-tw=""rc://*/tw/dict/bible/other/multiply""",1,2, πληθυνθείη,,"Gr,V,OAP3,,S,",πληθύνω,G41290,False,G41290,rc://*/tw/dict/bible/other/multiply,32,1,1,61-1PE
34,"\w εὐλογητὸς|lemma=""εὐλογητός"" strong=""G21280"" x-morph=""Gr,NP,,,,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/bless""",1,3, εὐλογητὸς,,"Gr,NP,,,,NMS,",εὐλογητός,G21280,False,G21280,rc://*/tw/dict/bible/kt/bless,34,1,1,61-1PE
35," \w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NMS,""",1,3, ὁ,,"Gr,EA,,,,NMS,",ὁ,G35880,False,G35880,,35,2,1,61-1PE
36," \k-s |x-tw=""rc://*/tw/dict/bible/kt/godthefather""\*\w Θεὸς|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,NMS,""",1,3, ,"\k-s |x-tw=""rc://*/tw/dict/bible/kt/godthefather""\*","Gr,N,,,,,NMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/godthefather,36,1,1,61-1PE
37," \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,3, καὶ,,"Gr,CC,,,,,,,,",καί,G25320,False,G25320,,37,1,1,61-1PE
38," \w Πατὴρ|lemma=""πατήρ"" strong=""G39620"" x-morph=""Gr,N,,,,,NMS,""",1,3, Πατὴρ,,"Gr,N,,,,,NMS,",πατήρ,G39620,False,G39620,,38,1,1,61-1PE
39," \k-e\* \w τοῦ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GMS,""",1,3, τοῦ,\k-e\* ,"Gr,EA,,,,GMS,",ὁ,G35880,False,G35880,,39,1,1,61-1PE
40," \w Κυρίου|lemma=""κύριος"" strong=""G29620"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/lord""",1,3, Κυρίου,,"Gr,N,,,,,GMS,",κύριος,G29620,False,G29620,rc://*/tw/dict/bible/kt/lord,40,1,1,61-1PE
41," \w ἡμῶν|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1G,P,""",1,3, ἡμῶν,,"Gr,RP,,,1G,P,",ἐγώ,G14730,False,G14730,,41,1,1,61-1PE
42,", \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,3, Ἰησοῦ,", ","Gr,N,,,,,GMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,42,2,1,61-1PE
43," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,3, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,43,2,1,61-1PE
44,", \w ὁ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RR,,,,NMS,""",1,3, ὁ,", ","Gr,RR,,,,NMS,",ὁ,G35880,False,G35880,,44,2,2,61-1PE
45," \w κατὰ|lemma=""κατά"" strong=""G25960"" x-morph=""Gr,P,,,,,A,,,""",1,3, κατὰ,,"Gr,P,,,,,A,,,",κατά,G25960,False,G25960,,45,1,1,61-1PE
46," \w τὸ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,ANS,""",1,3, τὸ,,"Gr,EA,,,,ANS,",ὁ,G35880,False,G35880,,46,1,1,61-1PE
47," \w πολὺ|lemma=""πολύς"" strong=""G41830"" x-morph=""Gr,RI,,,,ANS,""",1,3, πολὺ,,"Gr,RI,,,,ANS,",πολύς,G41830,False,G41830,,47,1,1,61-1PE
48," \w αὐτοῦ|lemma=""αὐτός"" strong=""G08460"" x-morph=""Gr,RP,,,3GMS,""",1,3, αὐτοῦ,,"Gr,RP,,,3GMS,",αὐτός,G08460,False,G08460,,48,1,1,61-1PE
49," \w ἔλεος|lemma=""ἔλεος"" strong=""G16560"" x-morph=""Gr,N,,,,,ANS,"" x-tw=""rc://*/tw/dict/bible/kt/mercy""",1,3, ἔλεος,,"Gr,N,,,,,ANS,",ἔλεος,G16560,False,G16560,rc://*/tw/dict/bible/kt/mercy,49,1,1,61-1PE
50,", \w ἀναγεννήσας|lemma=""ἀναγεννάω"" strong=""G03130"" x-morph=""Gr,V,PAA,NMS,"" x-tw=""rc://*/tw/dict/bible/kt/bornagain""",1,3, ἀναγεννήσας,", ","Gr,V,PAA,NMS,",ἀναγεννάω,G03130,False,G03130,rc://*/tw/dict/bible/kt/bornagain,50,1,1,61-1PE
51," \w ἡμᾶς|lemma=""ἐγώ"" strong=""G14730"" x-morph=""Gr,RP,,,1A,P,""",1,3, ἡμᾶς,,"Gr,RP,,,1A,P,",ἐγώ,G14730,False,G14730,,51,1,1,61-1PE
52," \w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,3, εἰς,,"Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,52,1,1,61-1PE
53," \w ἐλπίδα|lemma=""ἐλπίς"" strong=""G16800"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/hope""",1,3, ἐλπίδα,,"Gr,N,,,,,AFS,",ἐλπίς,G16800,False,G16800,rc://*/tw/dict/bible/kt/hope,53,1,1,61-1PE
54," \w ζῶσαν|lemma=""ζάω"" strong=""G21980"" x-morph=""Gr,V,PPA,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/life""",1,3, ζῶσαν,,"Gr,V,PPA,AFS,",ζάω,G21980,False,G21980,rc://*/tw/dict/bible/kt/life,54,1,1,61-1PE
55,", \w δι’|lemma=""διά"" strong=""G12230"" x-morph=""Gr,P,,,,,G,,,""",1,3, δι’,", ","Gr,P,,,,,G,,,",διά,G12230,False,G12230,,55,1,1,61-1PE
56," \w ἀναστάσεως|lemma=""ἀνάστασις"" strong=""G03860"" x-morph=""Gr,N,,,,,GFS,"" x-tw=""rc://*/tw/dict/bible/kt/resurrection""",1,3, ἀναστάσεως,,"Gr,N,,,,,GFS,",ἀνάστασις,G03860,False,G03860,rc://*/tw/dict/bible/kt/resurrection,56,1,1,61-1PE
57," \w Ἰησοῦ|lemma=""Ἰησοῦς"" strong=""G24240"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/jesus""",1,3, Ἰησοῦ,,"Gr,N,,,,,GMS,",Ἰησοῦς,G24240,False,G24240,rc://*/tw/dict/bible/kt/jesus,57,2,2,61-1PE
58," \w Χριστοῦ|lemma=""χριστός"" strong=""G55470"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/christ""",1,3, Χριστοῦ,,"Gr,N,,,,,GMS,",χριστός,G55470,False,G55470,rc://*/tw/dict/bible/kt/christ,58,2,2,61-1PE
59," \w ἐκ|lemma=""ἐκ"" strong=""G15370"" x-morph=""Gr,P,,,,,G,,,""",1,3, ἐκ,,"Gr,P,,,,,G,,,",ἐκ,G15370,False,G15370,,59,1,1,61-1PE
60," \w νεκρῶν|lemma=""νεκρός"" strong=""G34980"" x-morph=""Gr,NS,,,,GMP,"" x-tw=""rc://*/tw/dict/bible/other/death""",1,3, νεκρῶν,,"Gr,NS,,,,GMP,",νεκρός,G34980,False,G34980,rc://*/tw/dict/bible/other/death,60,1,1,61-1PE
62,"\w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,4, εἰς,,"Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,62,2,1,61-1PE
63," \w κληρονομίαν|lemma=""κληρονομία"" strong=""G28170"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/inherit""",1,4, κληρονομίαν,,"Gr,N,,,,,AFS,",κληρονομία,G28170,False,G28170,rc://*/tw/dict/bible/kt/inherit,63,1,1,61-1PE
64," \w ἄφθαρτον|lemma=""ἄφθαρτος"" strong=""G08620"" x-morph=""Gr,AA,,,,AFS,""",1,4, ἄφθαρτον,,"Gr,AA,,,,AFS,",ἄφθαρτος,G08620,False,G08620,,64,1,1,61-1PE
65,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,4, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,65,2,1,61-1PE
66," \w ἀμίαντον|lemma=""ἀμίαντος"" strong=""G02830"" x-morph=""Gr,AA,,,,AFS,""",1,4, ἀμίαντον,,"Gr,AA,,,,AFS,",ἀμίαντος,G02830,False,G02830,,66,1,1,61-1PE
67,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,CC,,,,,,,,""",1,4, καὶ,", ","Gr,CC,,,,,,,,",καί,G25320,False,G25320,,67,2,2,61-1PE
68," \w ἀμάραντον|lemma=""ἀμάραντος"" strong=""G02630"" x-morph=""Gr,AA,,,,AFS,""",1,4, ἀμάραντον,,"Gr,AA,,,,AFS,",ἀμάραντος,G02630,False,G02630,,68,1,1,61-1PE
69,", \w τετηρημένην|lemma=""τηρέω"" strong=""G50830"" x-morph=""Gr,V,PEP,AFS,""",1,4, τετηρημένην,", ","Gr,V,PEP,AFS,",τηρέω,G50830,False,G50830,,69,1,1,61-1PE
70," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,4, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,70,1,1,61-1PE
71," \w οὐρανοῖς|lemma=""οὐρανός"" strong=""G37720"" x-morph=""Gr,N,,,,,DMP,"" x-tw=""rc://*/tw/dict/bible/kt/heaven""",1,4, οὐρανοῖς,,"Gr,N,,,,,DMP,",οὐρανός,G37720,False,G37720,rc://*/tw/dict/bible/kt/heaven,71,1,1,61-1PE
72," \w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,4, εἰς,,"Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,72,2,2,61-1PE
73," \w ὑμᾶς|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2A,P,""",1,4, ὑμᾶς,,"Gr,RP,,,2A,P,",σύ,G47710,False,G47710,,73,1,1,61-1PE
75,"\w τοὺς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,RR,,,,AMP,""",1,5, τοὺς,,"Gr,RR,,,,AMP,",ὁ,G35880,False,G35880,,75,1,1,61-1PE
76," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,5, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,76,2,1,61-1PE
77," \w δυνάμει|lemma=""δύναμις"" strong=""G14110"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/power""",1,5, δυνάμει,,"Gr,N,,,,,DFS,",δύναμις,G14110,False,G14110,rc://*/tw/dict/bible/kt/power,77,1,1,61-1PE
78," \w Θεοῦ|lemma=""θεός"" strong=""G23160"" x-morph=""Gr,N,,,,,GMS,"" x-tw=""rc://*/tw/dict/bible/kt/god""",1,5, Θεοῦ,,"Gr,N,,,,,GMS,",θεός,G23160,False,G23160,rc://*/tw/dict/bible/kt/god,78,1,1,61-1PE
79," \w φρουρουμένους|lemma=""φρουρέω"" strong=""G54320"" x-morph=""Gr,V,PPP,AMP,""",1,5, φρουρουμένους,,"Gr,V,PPP,AMP,",φρουρέω,G54320,False,G54320,,79,1,1,61-1PE
80," \w διὰ|lemma=""διά"" strong=""G12230"" x-morph=""Gr,P,,,,,G,,,""",1,5, διὰ,,"Gr,P,,,,,G,,,",διά,G12230,False,G12230,,80,1,1,61-1PE
81," \w πίστεως|lemma=""πίστις"" strong=""G41020"" x-morph=""Gr,N,,,,,GFS,"" x-tw=""rc://*/tw/dict/bible/kt/faith""",1,5, πίστεως,,"Gr,N,,,,,GFS,",πίστις,G41020,False,G41020,rc://*/tw/dict/bible/kt/faith,81,1,1,61-1PE
82,", \w εἰς|lemma=""εἰς"" strong=""G15190"" x-morph=""Gr,P,,,,,A,,,""",1,5, εἰς,", ","Gr,P,,,,,A,,,",εἰς,G15190,False,G15190,,82,1,1,61-1PE
83," \w σωτηρίαν|lemma=""σωτηρία"" strong=""G49910"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/kt/save""",1,5, σωτηρίαν,,"Gr,N,,,,,AFS,",σωτηρία,G49910,False,G49910,rc://*/tw/dict/bible/kt/save,83,1,1,61-1PE
84," \w ἑτοίμην|lemma=""ἕτοιμος"" strong=""G20920"" x-morph=""Gr,NS,,,,AFS,""",1,5, ἑτοίμην,,"Gr,NS,,,,AFS,",ἕτοιμος,G20920,False,G20920,,84,1,1,61-1PE
85," \w ἀποκαλυφθῆναι|lemma=""ἀποκαλύπτω"" strong=""G06010"" x-morph=""Gr,V,NAP,,,,,"" x-tw=""rc://*/tw/dict/bible/kt/reveal""",1,5, ἀποκαλυφθῆναι,,"Gr,V,NAP,,,,,",ἀποκαλύπτω,G06010,False,G06010,rc://*/tw/dict/bible/kt/reveal,85,1,1,61-1PE
86," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,5, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,86,2,2,61-1PE
87," \k-s |x-tw=""rc://*/tw/dict/bible/kt/lastday""\*\w καιρῷ|lemma=""καιρός"" strong=""G25400"" x-morph=""Gr,N,,,,,DMS,"" x-tw=""rc://*/tw/dict/bible/other/time""",1,5, ,"\k-s |x-tw=""rc://*/tw/dict/bible/kt/lastday""\*","Gr,N,,,,,DMS,",καιρός,G25400,False,G25400,rc://*/tw/dict/bible/kt/lastday,87,1,1,61-1PE
88," \w ἐσχάτῳ|lemma=""ἔσχατος"" strong=""G20780"" x-morph=""Gr,EO,,,,DMS,""",1,5, ἐσχάτῳ,,"Gr,EO,,,,DMS,",ἔσχατος,G20780,False,G20780,,88,1,1,61-1PE
90,"\w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,6, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,90,2,1,61-1PE
91," \w ᾧ|lemma=""ὅς"" strong=""G37390"" x-morph=""Gr,RR,,,,DNS,""",1,6, ᾧ,,"Gr,RR,,,,DNS,",ὅς,G37390,False,G37390,,91,1,1,61-1PE
92," \w ἀγαλλιᾶσθε|lemma=""ἀγαλλιάω"" strong=""G00210"" x-morph=""Gr,V,IPM2,,P,"" x-tw=""rc://*/tw/dict/bible/other/joy""",1,6, ἀγαλλιᾶσθε,,"Gr,V,IPM2,,P,",ἀγαλλιάω,G00210,False,G00210,rc://*/tw/dict/bible/other/joy,92,1,1,61-1PE
93," \w ὀλίγον|lemma=""ὀλίγον"" strong=""G36405"" x-morph=""Gr,D,,,,,,,,,""",1,6, ὀλίγον,,"Gr,D,,,,,,,,,",ὀλίγον,G36405,False,G36405,,93,1,1,61-1PE
94," \w ἄρτι|lemma=""ἄρτι"" strong=""G07370"" x-morph=""Gr,D,,,,,,,,,""",1,6, ἄρτι,,"Gr,D,,,,,,,,,",ἄρτι,G07370,False,G07370,,94,1,1,61-1PE
95,", \w εἰ|lemma=""εἰ"" strong=""G14870"" x-morph=""Gr,CS,,,,,,,,""",1,6, εἰ,", ","Gr,CS,,,,,,,,",εἰ,G14870,False,G14870,,95,1,1,61-1PE
96," \w δέον|lemma=""δέω"" strong=""G12100"" x-morph=""Gr,V,PPA,NNS,""",1,6, δέον,,"Gr,V,PPA,NNS,",δέω,G12100,False,G12100,,96,1,1,61-1PE
97," \w λυπηθέντες|lemma=""λυπέω"" strong=""G30760"" x-morph=""Gr,V,PAP,NMP,""",1,6, λυπηθέντες,,"Gr,V,PAP,NMP,",λυπέω,G30760,False,G30760,,97,1,1,61-1PE
98," \w ἐν|lemma=""ἐν"" strong=""G17220"" x-morph=""Gr,P,,,,,D,,,""",1,6, ἐν,,"Gr,P,,,,,D,,,",ἐν,G17220,False,G17220,,98,2,2,61-1PE
99," \w ποικίλοις|lemma=""ποικίλος"" strong=""G41640"" x-morph=""Gr,AA,,,,DMP,""",1,6, ποικίλοις,,"Gr,AA,,,,DMP,",ποικίλος,G41640,False,G41640,,99,1,1,61-1PE
100," \w πειρασμοῖς|lemma=""πειρασμός"" strong=""G39860"" x-morph=""Gr,N,,,,,DMP,"" x-tw=""rc://*/tw/dict/bible/other/trial""",1,6, πειρασμοῖς,,"Gr,N,,,,,DMP,",πειρασμός,G39860,False,G39860,rc://*/tw/dict/bible/other/trial,100,1,1,61-1PE
102,"\w ἵνα|lemma=""ἵνα"" strong=""G24430"" x-morph=""Gr,CS,,,,,,,,""",1,7, ἵνα,,"Gr,CS,,,,,,,,",ἵνα,G24430,False,G24430,,102,1,1,61-1PE
103," \w τὸ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NNS,""",1,7, τὸ,,"Gr,EA,,,,NNS,",ὁ,G35880,False,G35880,,103,1,1,61-1PE
104," \w δοκίμιον|lemma=""δοκίμιον"" strong=""G13830"" x-morph=""Gr,N,,,,,NNS,""",1,7, δοκίμιον,,"Gr,N,,,,,NNS,",δοκίμιον,G13830,False,G13830,,104,1,1,61-1PE
105," \w ὑμῶν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2G,P,""",1,7, ὑμῶν,,"Gr,RP,,,2G,P,",σύ,G47710,False,G47710,,105,1,1,61-1PE
106," \w τῆς|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GFS,""",1,7, τῆς,,"Gr,EA,,,,GFS,",ὁ,G35880,False,G35880,,106,1,1,61-1PE
107," \w πίστεως|lemma=""πίστις"" strong=""G41020"" x-morph=""Gr,N,,,,,GFS,"" x-tw=""rc://*/tw/dict/bible/kt/faith""",1,7, πίστεως,,"Gr,N,,,,,GFS,",πίστις,G41020,False,G41020,rc://*/tw/dict/bible/kt/faith,107,1,1,61-1PE
