noteID	book	chapter	verse	supportReference	quote	annotation	sourceWord	sourceWordOccurrence
gmx4	EZR	1	2	translate-names	בִּ⁠ירוּשָׁלִַ֖ם אֲשֶׁ֥ר בִּֽ⁠יהוּדָֽה׃	Jerusalem is the name of a city, and Judah is the name of the province in which it was located. These names occur many times in the book, and it will be helpful to your readers if you translate them consistently each time. (See: [[rc://en/ta/man/translate/translate-names]])	אֲשֶׁ֥ר	1
gmx4	EZR	1	2	translate-names	בִּ⁠ירוּשָׁלִַ֖ם אֲשֶׁ֥ר בִּֽ⁠יהוּדָֽה׃	Jerusalem is the name of a city, and Judah is the name of the province in which it was located. These names occur many times in the book, and it will be helpful to your readers if you translate them consistently each time. (See: [[rc://en/ta/man/translate/translate-names]])	בִּֽ⁠יהוּדָֽה	1
1q6g	EZR	1	3	figs-idiom	יְהִ֤י אֱלֹהָי⁠ו֙ עִמּ֔⁠וֹ וְ⁠יַ֕עַל	Cyrus wishing that God will be “with” these Israelites is an idiom that expresses his wish that God would make their journey and the rebuilding project successful. Alternate translation: “May his God make him successful as he goes” (See: [[rc://en/ta/man/translate/figs-idiom]])	יְהִ֤י	1
1q6g	EZR	1	3	figs-idiom	יְהִ֤י אֱלֹהָי⁠ו֙ עִמּ֔⁠וֹ וְ⁠יַ֕עַל	Cyrus wishing that God will be “with” these Israelites is an idiom that expresses his wish that God would make their journey and the rebuilding project successful. Alternate translation: “May his God make him successful as he goes” (See: [[rc://en/ta/man/translate/figs-idiom]])	אֱלֹהָי⁠ו֙	1
1q6g	EZR	1	3	figs-idiom	יְהִ֤י אֱלֹהָי⁠ו֙ עִמּ֔⁠וֹ וְ⁠יַ֕עַל	Cyrus wishing that God will be “with” these Israelites is an idiom that expresses his wish that God would make their journey and the rebuilding project successful. Alternate translation: “May his God make him successful as he goes” (See: [[rc://en/ta/man/translate/figs-idiom]])	עִמּ֔⁠וֹ	1
1q6g	EZR	1	3	figs-idiom	יְהִ֤י אֱלֹהָי⁠ו֙ עִמּ֔⁠וֹ וְ⁠יַ֕עַל	Cyrus wishing that God will be “with” these Israelites is an idiom that expresses his wish that God would make their journey and the rebuilding project successful. Alternate translation: “May his God make him successful as he goes” (See: [[rc://en/ta/man/translate/figs-idiom]])	וְ⁠יַ֕עַל	1
hz9g	EZR	1	3	figs-idiom	וְ⁠יַ֕עַל לִ⁠ירוּשָׁלִַ֖ם	Cyrus says “go up” because the Jews would have to travel from a river valley up into the mountains in order to return from their places of exile to Jerusalem. Alternate translation: “let him return to Jerusalem” (See: [[rc://en/ta/man/translate/figs-idiom]])	וְ⁠יַ֕עַל	1
hz9g	EZR	1	3	figs-idiom	וְ⁠יַ֕עַל לִ⁠ירוּשָׁלִַ֖ם	Cyrus says “go up” because the Jews would have to travel from a river valley up into the mountains in order to return from their places of exile to Jerusalem. Alternate translation: “let him return to Jerusalem” (See: [[rc://en/ta/man/translate/figs-idiom]])	לִ⁠ירוּשָׁלִַ֖ם	1
k839	EZR	1	3	figs-informremind	לִ⁠ירוּשָׁלִַ֖ם אֲשֶׁ֣ר בִּ⁠יהוּדָ֑ה	Cyrus once again provides background information about the city. Alternate translation: “Jerusalem, in the province of Judah” (See: [[rc://en/ta/man/translate/figs-informremind]])	לִ⁠ירוּשָׁלִַ֖ם	1
k839	EZR	1	3	figs-informremind	לִ⁠ירוּשָׁלִַ֖ם אֲשֶׁ֣ר בִּ⁠יהוּדָ֑ה	Cyrus once again provides background information about the city. Alternate translation: “Jerusalem, in the province of Judah” (See: [[rc://en/ta/man/translate/figs-informremind]])	אֲשֶׁ֣ר	1
k839	EZR	1	3	figs-informremind	לִ⁠ירוּשָׁלִַ֖ם אֲשֶׁ֣ר בִּ⁠יהוּדָ֑ה	Cyrus once again provides background information about the city. Alternate translation: “Jerusalem, in the province of Judah” (See: [[rc://en/ta/man/translate/figs-informremind]])	בִּ⁠יהוּדָ֑ה	1
9xbj	EZR	1	3	figs-metaphor	בֵּ֤ית יְהוָה֙	“House” figuratively means a temple. Cyrus continues to speak of this temple as if it would be a house in which Yahweh lived, since Yahweh’s presence would be there. Alternate translation: “a temple for Yahweh” (See: [[rc://en/ta/man/translate/figs-metaphor]])	בֵּ֤ית	1
9xbj	EZR	1	3	figs-metaphor	בֵּ֤ית יְהוָה֙	“House” figuratively means a temple. Cyrus continues to speak of this temple as if it would be a house in which Yahweh lived, since Yahweh’s presence would be there. Alternate translation: “a temple for Yahweh” (See: [[rc://en/ta/man/translate/figs-metaphor]])	יְהוָה֙	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	יְהוָה֙	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	אֱלֹהֵ֣י	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	יִשְׂרָאֵ֔ל	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	ה֥וּא	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	הָ⁠אֱלֹהִ֖ים	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	אֲשֶׁ֥ר	1
o6x4	EZR	1	3	figs-informremind	יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ה֥וּא הָ⁠אֱלֹהִ֖ים אֲשֶׁ֥ר בִּ⁠ירוּשָׁלִָֽם׃	Here Cyrus provides further background information to inform his subjects who Yahweh is. Alternate translation: “Yahweh, the God whom the people of Israel worship, whose temple is in Jerusalem” (See: [[rc://en/ta/man/translate/figs-informremind]])	בִּ⁠ירוּשָׁלִָֽם	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	וְ⁠כָל	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	הַ⁠נִּשְׁאָ֗ר	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	מִֽ⁠כָּל	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	הַ⁠מְּקֹמוֹת֮	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	אֲשֶׁ֣ר	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	ה֣וּא	1
t7ux	EZR	1	4		וְ⁠כָל־הַ⁠נִּשְׁאָ֗ר מִֽ⁠כָּל־הַ⁠מְּקֹמוֹת֮ אֲשֶׁ֣ר ה֣וּא גָֽר־שָׁם֒ יְנַשְּׂא֨וּ⁠הוּ֙ אַנְשֵׁ֣י מְקֹמ֔⁠וֹ	The structure of this sentence may present difficulties for some readers because the long phrase at the beginning actually describes who will receive the action, rather than who will do the action. To make things clearer for your readers, you could say first who will do the action. Alternate translation: “Let the people who live in any place where Jewish survivors are in exile help them”	גָֽר	1
