,token,chapter,verse,book
184,son,1,9,04-NUM
185,of,1,9,04-NUM
186,Helon;,1,9,04-NUM
187,\q1,1,9,04-NUM
188,from,1,10,04-NUM
189,the,1,10,04-NUM
190,tribe,1,10,04-NUM
191,of,1,10,04-NUM
192,Ephraim,1,10,04-NUM
193,son,1,10,04-NUM
194,of,1,10,04-NUM
195,"Joseph,",1,10,04-NUM
196,Elishama,1,10,04-NUM
197,son,1,10,04-NUM
198,of,1,10,04-NUM
199,Ammihud;,1,10,04-NUM
200,\q1,1,10,04-NUM
201,from,1,10,04-NUM
202,the,1,10,04-NUM
203,tribe,1,10,04-NUM
204,of,1,10,04-NUM
205,"Manasseh,",1,10,04-NUM
206,Gamaliel,1,10,04-NUM
207,son,1,10,04-NUM
208,of,1,10,04-NUM
209,Pedahzur;,1,10,04-NUM
210,\q1,1,10,04-NUM
211,from,1,11,04-NUM
212,the,1,11,04-NUM
213,tribe,1,11,04-NUM
214,of,1,11,04-NUM
215,"Benjamin,",1,11,04-NUM
216,Abidan,1,11,04-NUM
217,son,1,11,04-NUM
218,of,1,11,04-NUM
219,Gideoni;,1,11,04-NUM
220,\q1,1,11,04-NUM
221,from,1,12,04-NUM
222,the,1,12,04-NUM
223,tribe,1,12,04-NUM
224,of,1,12,04-NUM
225,"Dan,",1,12,04-NUM
226,Ahiezer,1,12,04-NUM
227,son,1,12,04-NUM
228,of,1,12,04-NUM
229,Ammishaddai;,1,12,04-NUM
230,\q1,1,12,04-NUM
231,from,1,13,04-NUM
232,the,1,13,04-NUM
233,tribe,1,13,04-NUM
234,of,1,13,04-NUM
235,"Asher,",1,13,04-NUM
236,Pagiel,1,13,04-NUM
237,son,1,13,04-NUM
238,of,1,13,04-NUM
239,Okran;,1,13,04-NUM
240,\q1,1,13,04-NUM
241,from,1,14,04-NUM
242,the,1,14,04-NUM
243,tribe,1,14,04-NUM
244,of,1,14,04-NUM
245,"Gad,",1,14,04-NUM
246,Eliasaph,1,14,04-NUM
247,son,1,14,04-NUM
248,of,1,14,04-NUM
249,Deuel;,1,14,04-NUM
250,\q1,1,14,04-NUM
251,and,1,15,04-NUM
252,from,1,15,04-NUM
253,the,1,15,04-NUM
254,tribe,1,15,04-NUM
255,of,1,15,04-NUM
256,"Naphtali,",1,15,04-NUM
257,Ahira,1,15,04-NUM
258,son,1,15,04-NUM
259,of,1,15,04-NUM
260,Enan.”,1,15,04-NUM
261,\m,1,15,04-NUM
262,These,1,16,04-NUM
263,were,1,16,04-NUM
264,the,1,16,04-NUM
265,men,1,16,04-NUM
266,appointed,1,16,04-NUM
267,from,1,16,04-NUM
268,the,1,16,04-NUM
269,people.,1,16,04-NUM
270,They,1,16,04-NUM
271,led,1,16,04-NUM
272,their,1,16,04-NUM
273,ancestors’,1,16,04-NUM
274,tribes.,1,16,04-NUM
275,They,1,16,04-NUM
276,were,1,16,04-NUM
277,the,1,16,04-NUM
278,leaders,1,16,04-NUM
279,of,1,16,04-NUM
280,the,1,16,04-NUM
281,clans,1,16,04-NUM
282,in,1,16,04-NUM
283,Israel.,1,16,04-NUM
284,Moses,1,17,04-NUM
285,and,1,17,04-NUM
286,Aaron,1,17,04-NUM
287,took,1,17,04-NUM
288,these,1,17,04-NUM
289,"men,",1,17,04-NUM
290,who,1,17,04-NUM
291,were,1,17,04-NUM
292,recorded,1,17,04-NUM
293,by,1,17,04-NUM
294,"name,",1,17,04-NUM
295,and,1,18,04-NUM
296,along,1,18,04-NUM
297,with,1,18,04-NUM
298,these,1,18,04-NUM
299,men,1,18,04-NUM
300,they,1,18,04-NUM
301,assembled,1,18,04-NUM
302,all,1,18,04-NUM
303,the,1,18,04-NUM
304,men,1,18,04-NUM
305,of,1,18,04-NUM
306,Israel,1,18,04-NUM
307,on,1,18,04-NUM
308,the,1,18,04-NUM
309,first,1,18,04-NUM
310,day,1,18,04-NUM
311,of,1,18,04-NUM
312,the,1,18,04-NUM
313,second,1,18,04-NUM
314,month.,1,18,04-NUM
315,Then,1,18,04-NUM
316,each,1,18,04-NUM
317,man,1,18,04-NUM
318,twenty,1,18,04-NUM
319,years,1,18,04-NUM
320,old,1,18,04-NUM
321,and,1,18,04-NUM
322,older,1,18,04-NUM
323,identified,1,18,04-NUM
324,his,1,18,04-NUM
325,ancestry.,1,18,04-NUM
326,He,1,18,04-NUM
327,had,1,18,04-NUM
328,to,1,18,04-NUM
329,name,1,18,04-NUM
330,the,1,18,04-NUM
331,clans,1,18,04-NUM
332,and,1,18,04-NUM
333,families,1,18,04-NUM
334,descended,1,18,04-NUM
335,from,1,18,04-NUM
336,his,1,18,04-NUM
337,ancestors.,1,18,04-NUM
338,Then,1,19,04-NUM
339,Moses,1,19,04-NUM
340,recorded,1,19,04-NUM
341,their,1,19,04-NUM
342,numbers,1,19,04-NUM
343,in,1,19,04-NUM
344,the,1,19,04-NUM
345,wilderness,1,19,04-NUM
346,of,1,19,04-NUM
347,"Sinai,",1,19,04-NUM
348,as,1,19,04-NUM
349,Yahweh,1,19,04-NUM
350,had,1,19,04-NUM
351,commanded,1,19,04-NUM
352,him,1,19,04-NUM
353,to,1,19,04-NUM
354,do.,1,19,04-NUM
355,\p,1,19,04-NUM
356,From,1,20,04-NUM
357,the,1,20,04-NUM
358,descendants,1,20,04-NUM
359,of,1,20,04-NUM
360,"Reuben,",1,20,04-NUM
361,Israel’s,1,20,04-NUM
362,"firstborn,",1,20,04-NUM
363,were,1,20,04-NUM
364,counted,1,20,04-NUM
365,all,1,20,04-NUM
366,the,1,20,04-NUM
367,names,1,20,04-NUM
368,of,1,20,04-NUM
369,each,1,20,04-NUM
370,and,1,20,04-NUM
371,every,1,20,04-NUM
372,man,1,20,04-NUM
373,twenty,1,20,04-NUM
374,years,1,20,04-NUM
375,old,1,20,04-NUM
376,or,1,20,04-NUM
377,older,1,20,04-NUM
378,able,1,20,04-NUM
379,to,1,20,04-NUM
380,go,1,20,04-NUM
381,to,1,20,04-NUM
382,"war,",1,20,04-NUM
383,from,1,20,04-NUM
384,the,1,20,04-NUM
385,records,1,20,04-NUM
386,of,1,20,04-NUM
387,their,1,20,04-NUM
388,ancestor’s,1,20,04-NUM
389,clans,1,20,04-NUM
390,and,1,20,04-NUM
391,families.,1,20,04-NUM
392,They,1,21,04-NUM
393,counted,1,21,04-NUM
394,"46,500",1,21,04-NUM
395,men,1,21,04-NUM
396,from,1,21,04-NUM
397,the,1,21,04-NUM
398,tribe,1,21,04-NUM
399,of,1,21,04-NUM
400,Reuben.,1,21,04-NUM
401,\p,1,21,04-NUM
402,From,1,22,04-NUM
403,the,1,22,04-NUM
404,descendants,1,22,04-NUM
405,of,1,22,04-NUM
406,Simeon,1,22,04-NUM
407,were,1,22,04-NUM
408,counted,1,22,04-NUM
409,all,1,22,04-NUM
410,the,1,22,04-NUM
411,names,1,22,04-NUM
412,of,1,22,04-NUM
413,each,1,22,04-NUM
414,and,1,22,04-NUM
415,every,1,22,04-NUM
416,man,1,22,04-NUM
417,twenty,1,22,04-NUM
418,years,1,22,04-NUM
419,old,1,22,04-NUM
420,or,1,22,04-NUM
421,older,1,22,04-NUM
422,able,1,22,04-NUM
423,to,1,22,04-NUM
424,go,1,22,04-NUM
425,to,1,22,04-NUM
426,"war,",1,22,04-NUM
427,from,1,22,04-NUM
428,the,1,22,04-NUM
429,records,1,22,04-NUM
430,of,1,22,04-NUM
431,their,1,22,04-NUM
432,ancestor’s,1,22,04-NUM
433,clans,1,22,04-NUM
434,and,1,22,04-NUM
435,families.,1,22,04-NUM
436,They,1,23,04-NUM
437,counted,1,23,04-NUM
438,"59,300",1,23,04-NUM
439,men,1,23,04-NUM
440,from,1,23,04-NUM
441,the,1,23,04-NUM
442,tribe,1,23,04-NUM
443,of,1,23,04-NUM
444,Simeon.,1,23,04-NUM
445,\p,1,23,04-NUM
446,From,1,24,04-NUM
447,the,1,24,04-NUM
448,descendants,1,24,04-NUM
449,of,1,24,04-NUM
450,Gad,1,24,04-NUM
451,were,1,24,04-NUM
452,counted,1,24,04-NUM
453,all,1,24,04-NUM
454,the,1,24,04-NUM
455,names,1,24,04-NUM
456,of,1,24,04-NUM
457,each,1,24,04-NUM
458,and,1,24,04-NUM
459,every,1,24,04-NUM
460,man,1,24,04-NUM
461,twenty,1,24,04-NUM
462,years,1,24,04-NUM
463,old,1,24,04-NUM
464,or,1,24,04-NUM
465,older,1,24,04-NUM
466,able,1,24,04-NUM
467,to,1,24,04-NUM
468,go,1,24,04-NUM
469,to,1,24,04-NUM
470,"war,",1,24,04-NUM
471,from,1,24,04-NUM
472,the,1,24,04-NUM
473,records,1,24,04-NUM
474,of,1,24,04-NUM
475,their,1,24,04-NUM
476,ancestor’s,1,24,04-NUM
477,clans,1,24,04-NUM
478,and,1,24,04-NUM
479,families.,1,24,04-NUM
480,They,1,25,04-NUM
481,counted,1,25,04-NUM
482,"45,650",1,25,04-NUM
483,men,1,25,04-NUM
484,from,1,25,04-NUM
485,the,1,25,04-NUM
486,tribe,1,25,04-NUM
487,of,1,25,04-NUM
488,Gad.,1,25,04-NUM
489,\p,1,25,04-NUM
490,From,1,26,04-NUM
491,the,1,26,04-NUM
492,descendants,1,26,04-NUM
493,of,1,26,04-NUM
494,Judah,1,26,04-NUM
495,were,1,26,04-NUM
496,counted,1,26,04-NUM
497,all,1,26,04-NUM
498,the,1,26,04-NUM
499,names,1,26,04-NUM
500,of,1,26,04-NUM
501,each,1,26,04-NUM
502,and,1,26,04-NUM
503,every,1,26,04-NUM
504,man,1,26,04-NUM
505,twenty,1,26,04-NUM
506,years,1,26,04-NUM
507,old,1,26,04-NUM
508,or,1,26,04-NUM
509,older,1,26,04-NUM
510,able,1,26,04-NUM
511,to,1,26,04-NUM
512,go,1,26,04-NUM
513,to,1,26,04-NUM
514,"war,",1,26,04-NUM
515,from,1,26,04-NUM
516,the,1,26,04-NUM
517,records,1,26,04-NUM
518,of,1,26,04-NUM
519,their,1,26,04-NUM
520,ancestor’s,1,26,04-NUM
521,clans,1,26,04-NUM
522,and,1,26,04-NUM
523,families.,1,26,04-NUM
524,They,1,27,04-NUM
525,counted,1,27,04-NUM
526,"74,600",1,27,04-NUM
527,men,1,27,04-NUM
528,from,1,27,04-NUM
529,the,1,27,04-NUM
530,tribe,1,27,04-NUM
531,of,1,27,04-NUM
532,Judah.,1,27,04-NUM
533,\p,1,27,04-NUM
534,From,1,28,04-NUM
535,the,1,28,04-NUM
536,descendants,1,28,04-NUM
537,of,1,28,04-NUM
538,Issachar,1,28,04-NUM
539,were,1,28,04-NUM
540,counted,1,28,04-NUM
541,all,1,28,04-NUM
542,the,1,28,04-NUM
543,names,1,28,04-NUM
544,of,1,28,04-NUM
545,each,1,28,04-NUM
546,and,1,28,04-NUM
547,every,1,28,04-NUM
548,man,1,28,04-NUM
549,twenty,1,28,04-NUM
550,years,1,28,04-NUM
551,old,1,28,04-NUM
552,or,1,28,04-NUM
553,older,1,28,04-NUM
554,able,1,28,04-NUM
555,to,1,28,04-NUM
556,go,1,28,04-NUM
557,to,1,28,04-NUM
558,"war,",1,28,04-NUM
559,from,1,28,04-NUM
560,the,1,28,04-NUM
561,records,1,28,04-NUM
562,of,1,28,04-NUM
563,their,1,28,04-NUM
564,ancestor’s,1,28,04-NUM
565,clans,1,28,04-NUM
566,and,1,28,04-NUM
567,families.,1,28,04-NUM
568,They,1,29,04-NUM
569,counted,1,29,04-NUM
570,"54,400",1,29,04-NUM
571,men,1,29,04-NUM
572,from,1,29,04-NUM
573,the,1,29,04-NUM
574,tribe,1,29,04-NUM
575,of,1,29,04-NUM
576,Issachar.,1,29,04-NUM
577,\p,1,29,04-NUM
578,From,1,30,04-NUM
579,the,1,30,04-NUM
580,descendants,1,30,04-NUM
581,of,1,30,04-NUM
582,Zebulun,1,30,04-NUM
583,were,1,30,04-NUM
584,counted,1,30,04-NUM
585,all,1,30,04-NUM
586,the,1,30,04-NUM
587,names,1,30,04-NUM
588,of,1,30,04-NUM
589,each,1,30,04-NUM
590,and,1,30,04-NUM
591,every,1,30,04-NUM
592,man,1,30,04-NUM
593,twenty,1,30,04-NUM
594,years,1,30,04-NUM
595,old,1,30,04-NUM
596,or,1,30,04-NUM
597,older,1,30,04-NUM
598,able,1,30,04-NUM
599,to,1,30,04-NUM
600,go,1,30,04-NUM
601,to,1,30,04-NUM
602,"war,",1,30,04-NUM
603,from,1,30,04-NUM
604,the,1,30,04-NUM
605,records,1,30,04-NUM
606,of,1,30,04-NUM
607,their,1,30,04-NUM
608,ancestor’s,1,30,04-NUM
609,clans,1,30,04-NUM
610,and,1,30,04-NUM
611,families.,1,30,04-NUM
612,They,1,31,04-NUM
613,counted,1,31,04-NUM
614,"57,400",1,31,04-NUM
615,men,1,31,04-NUM
616,from,1,31,04-NUM
617,the,1,31,04-NUM
618,tribe,1,31,04-NUM
619,of,1,31,04-NUM
620,Zebulun.,1,31,04-NUM
621,\p,1,31,04-NUM
622,From,1,32,04-NUM
623,the,1,32,04-NUM
624,descendants,1,32,04-NUM
625,of,1,32,04-NUM
626,Ephraim,1,32,04-NUM
627,son,1,32,04-NUM
628,of,1,32,04-NUM
629,Joseph,1,32,04-NUM
630,were,1,32,04-NUM
631,counted,1,32,04-NUM
632,all,1,32,04-NUM
633,the,1,32,04-NUM
634,names,1,32,04-NUM
635,of,1,32,04-NUM
636,each,1,32,04-NUM
637,and,1,32,04-NUM
638,every,1,32,04-NUM
639,man,1,32,04-NUM
640,twenty,1,32,04-NUM
641,years,1,32,04-NUM
642,old,1,32,04-NUM
643,or,1,32,04-NUM
644,older,1,32,04-NUM
645,able,1,32,04-NUM
646,to,1,32,04-NUM
647,go,1,32,04-NUM
648,to,1,32,04-NUM
649,"war,",1,32,04-NUM
650,from,1,32,04-NUM
651,the,1,32,04-NUM
652,records,1,32,04-NUM
653,of,1,32,04-NUM
654,their,1,32,04-NUM
655,ancestor’s,1,32,04-NUM
656,clans,1,32,04-NUM
657,and,1,32,04-NUM
658,families.,1,32,04-NUM
659,They,1,33,04-NUM
660,counted,1,33,04-NUM
661,"40,500",1,33,04-NUM
662,men,1,33,04-NUM
663,from,1,33,04-NUM
664,the,1,33,04-NUM
665,tribe,1,33,04-NUM
666,of,1,33,04-NUM
667,Ephraim.,1,33,04-NUM
668,\p,1,33,04-NUM
669,From,1,34,04-NUM
670,the,1,34,04-NUM
671,descendants,1,34,04-NUM
672,of,1,34,04-NUM
673,Manasseh,1,34,04-NUM
674,son,1,34,04-NUM
675,of,1,34,04-NUM
676,Joseph,1,34,04-NUM
677,were,1,34,04-NUM
678,counted,1,34,04-NUM
679,all,1,34,04-NUM
680,the,1,34,04-NUM
681,names,1,34,04-NUM
682,of,1,34,04-NUM
683,each,1,34,04-NUM
684,and,1,34,04-NUM
685,every,1,34,04-NUM
686,man,1,34,04-NUM
687,twenty,1,34,04-NUM
688,years,1,34,04-NUM
689,old,1,34,04-NUM
690,or,1,34,04-NUM
691,older,1,34,04-NUM
692,able,1,34,04-NUM
693,to,1,34,04-NUM
694,go,1,34,04-NUM
695,to,1,34,04-NUM
696,"war,",1,34,04-NUM
697,from,1,34,04-NUM
698,the,1,34,04-NUM
699,records,1,34,04-NUM
700,of,1,34,04-NUM
701,their,1,34,04-NUM
702,ancestor’s,1,34,04-NUM
703,clans,1,34,04-NUM
704,and,1,34,04-NUM
705,families.,1,34,04-NUM
706,They,1,35,04-NUM
707,counted,1,35,04-NUM
708,"32,200",1,35,04-NUM
709,men,1,35,04-NUM
710,from,1,35,04-NUM
711,the,1,35,04-NUM
712,tribe,1,35,04-NUM
713,of,1,35,04-NUM
714,Manasseh.,1,35,04-NUM
715,\p,1,35,04-NUM
716,From,1,36,04-NUM
717,the,1,36,04-NUM
718,descendants,1,36,04-NUM
719,of,1,36,04-NUM
720,Benjamin,1,36,04-NUM
721,were,1,36,04-NUM
722,counted,1,36,04-NUM
723,all,1,36,04-NUM
724,the,1,36,04-NUM
725,names,1,36,04-NUM
726,of,1,36,04-NUM
727,each,1,36,04-NUM
728,and,1,36,04-NUM
729,every,1,36,04-NUM
730,man,1,36,04-NUM
731,twenty,1,36,04-NUM
732,years,1,36,04-NUM
733,old,1,36,04-NUM
734,or,1,36,04-NUM
735,older,1,36,04-NUM
736,able,1,36,04-NUM
737,to,1,36,04-NUM
738,go,1,36,04-NUM
739,to,1,36,04-NUM
740,"war,",1,36,04-NUM
741,from,1,36,04-NUM
742,the,1,36,04-NUM
743,records,1,36,04-NUM
744,of,1,36,04-NUM
745,their,1,36,04-NUM
746,ancestor’s,1,36,04-NUM
747,clans,1,36,04-NUM
748,and,1,36,04-NUM
749,families.,1,36,04-NUM
750,They,1,37,04-NUM
751,counted,1,37,04-NUM
752,"35,400",1,37,04-NUM
753,men,1,37,04-NUM
754,from,1,37,04-NUM
755,the,1,37,04-NUM
756,tribe,1,37,04-NUM
757,of,1,37,04-NUM
758,Benjamin.,1,37,04-NUM
759,\p,1,37,04-NUM
760,From,1,38,04-NUM
761,the,1,38,04-NUM
762,descendants,1,38,04-NUM
763,of,1,38,04-NUM
764,Dan,1,38,04-NUM
765,were,1,38,04-NUM
766,counted,1,38,04-NUM
767,all,1,38,04-NUM
768,the,1,38,04-NUM
769,names,1,38,04-NUM
770,of,1,38,04-NUM
771,each,1,38,04-NUM
772,and,1,38,04-NUM
773,every,1,38,04-NUM
774,man,1,38,04-NUM
775,twenty,1,38,04-NUM
776,years,1,38,04-NUM
777,old,1,38,04-NUM
778,or,1,38,04-NUM
779,older,1,38,04-NUM
780,able,1,38,04-NUM
781,to,1,38,04-NUM
782,go,1,38,04-NUM
783,to,1,38,04-NUM
784,"war,",1,38,04-NUM
785,from,1,38,04-NUM
786,the,1,38,04-NUM
787,records,1,38,04-NUM
788,of,1,38,04-NUM
789,their,1,38,04-NUM
790,ancestor’s,1,38,04-NUM
791,clans,1,38,04-NUM
792,and,1,38,04-NUM
793,families.,1,38,04-NUM
794,They,1,39,04-NUM
795,counted,1,39,04-NUM
796,"62,700",1,39,04-NUM
797,from,1,39,04-NUM
798,the,1,39,04-NUM
799,tribe,1,39,04-NUM
800,of,1,39,04-NUM
801,Dan.,1,39,04-NUM
802,\p,1,39,04-NUM
803,From,1,40,04-NUM
804,the,1,40,04-NUM
805,descendants,1,40,04-NUM
806,of,1,40,04-NUM
807,Asher,1,40,04-NUM
808,were,1,40,04-NUM
809,counted,1,40,04-NUM
810,all,1,40,04-NUM
811,the,1,40,04-NUM
812,names,1,40,04-NUM
813,of,1,40,04-NUM
814,each,1,40,04-NUM
815,and,1,40,04-NUM
816,every,1,40,04-NUM
817,man,1,40,04-NUM
818,twenty,1,40,04-NUM
819,years,1,40,04-NUM
820,old,1,40,04-NUM
821,or,1,40,04-NUM
822,older,1,40,04-NUM
823,able,1,40,04-NUM
824,to,1,40,04-NUM
825,go,1,40,04-NUM
826,to,1,40,04-NUM
827,"war,",1,40,04-NUM
828,from,1,40,04-NUM
829,the,1,40,04-NUM
830,records,1,40,04-NUM
831,of,1,40,04-NUM
832,their,1,40,04-NUM
833,ancestor’s,1,40,04-NUM
834,clans,1,40,04-NUM
835,and,1,40,04-NUM
836,families.,1,40,04-NUM
837,They,1,41,04-NUM
838,counted,1,41,04-NUM
839,"41,500",1,41,04-NUM
840,men,1,41,04-NUM
841,from,1,41,04-NUM
842,the,1,41,04-NUM
843,tribe,1,41,04-NUM
844,of,1,41,04-NUM
845,Asher.,1,41,04-NUM
846,\p,1,41,04-NUM
847,From,1,42,04-NUM
848,the,1,42,04-NUM
849,descendants,1,42,04-NUM
850,of,1,42,04-NUM
851,Naphtali,1,42,04-NUM
852,were,1,42,04-NUM
853,counted,1,42,04-NUM
854,all,1,42,04-NUM
855,the,1,42,04-NUM
856,names,1,42,04-NUM
857,of,1,42,04-NUM
858,each,1,42,04-NUM
859,and,1,42,04-NUM
860,every,1,42,04-NUM
861,man,1,42,04-NUM
862,twenty,1,42,04-NUM
863,years,1,42,04-NUM
864,old,1,42,04-NUM
865,or,1,42,04-NUM
866,older,1,42,04-NUM
867,able,1,42,04-NUM
868,to,1,42,04-NUM
869,go,1,42,04-NUM
870,to,1,42,04-NUM
871,"war,",1,42,04-NUM
872,from,1,42,04-NUM
873,the,1,42,04-NUM
874,records,1,42,04-NUM
875,of,1,42,04-NUM
876,their,1,42,04-NUM
877,ancestor’s,1,42,04-NUM
878,clans,1,42,04-NUM
879,and,1,42,04-NUM
880,families.,1,42,04-NUM
881,They,1,43,04-NUM
882,counted,1,43,04-NUM
883,"53,400",1,43,04-NUM
884,from,1,43,04-NUM
885,the,1,43,04-NUM
886,tribe,1,43,04-NUM
887,of,1,43,04-NUM
888,Naphtali.,1,43,04-NUM
889,\p,1,43,04-NUM
890,Moses,1,44,04-NUM
891,and,1,44,04-NUM
892,Aaron,1,44,04-NUM
893,counted,1,44,04-NUM
894,all,1,44,04-NUM
895,these,1,44,04-NUM
896,"men,",1,44,04-NUM
897,together,1,44,04-NUM
898,with,1,44,04-NUM
899,the,1,44,04-NUM
900,twelve,1,44,04-NUM
901,men,1,44,04-NUM
902,who,1,44,04-NUM
903,were,1,44,04-NUM
904,leading,1,44,04-NUM
905,the,1,44,04-NUM
906,twelve,1,44,04-NUM
907,tribes,1,44,04-NUM
908,of,1,44,04-NUM
909,Israel.,1,44,04-NUM
910,So,1,45,04-NUM
911,all,1,45,04-NUM
912,the,1,45,04-NUM
913,men,1,45,04-NUM
914,of,1,45,04-NUM
915,Israel,1,45,04-NUM
916,from,1,45,04-NUM
917,twenty,1,45,04-NUM
918,years,1,45,04-NUM
919,old,1,45,04-NUM
920,and,1,45,04-NUM
921,"older,",1,45,04-NUM
922,all,1,45,04-NUM
923,who,1,45,04-NUM
924,could,1,45,04-NUM
925,fight,1,45,04-NUM
926,in,1,45,04-NUM
927,"war,",1,45,04-NUM
928,were,1,45,04-NUM
929,counted,1,45,04-NUM
930,in,1,45,04-NUM
931,each,1,45,04-NUM
932,of,1,45,04-NUM
933,their,1,45,04-NUM
934,families.,1,45,04-NUM
935,They,1,46,04-NUM
936,counted,1,46,04-NUM
937,"603,550",1,46,04-NUM
938,men.,1,46,04-NUM
939,\p,1,46,04-NUM
940,But,1,47,04-NUM
941,the,1,47,04-NUM
942,men,1,47,04-NUM
