,token,chapter,verse,book
80,says,1,4,38-ZEC
81,this:,1,4,38-ZEC
82,Turn,1,4,38-ZEC
83,from,1,4,38-ZEC
84,your,1,4,38-ZEC
85,evil,1,4,38-ZEC
86,ways,1,4,38-ZEC
87,and,1,4,38-ZEC
88,wicked,1,4,38-ZEC
89,practices!”,1,4,38-ZEC
90,But,1,4,38-ZEC
91,they,1,4,38-ZEC
92,would,1,4,38-ZEC
93,not,1,4,38-ZEC
94,hear,1,4,38-ZEC
95,and,1,4,38-ZEC
96,did,1,4,38-ZEC
97,not,1,4,38-ZEC
98,pay,1,4,38-ZEC
99,attention,1,4,38-ZEC
100,to,1,4,38-ZEC
101,me—this,1,4,38-ZEC
102,is,1,4,38-ZEC
103,Yahweh’s,1,4,38-ZEC
104,declaration.’,1,4,38-ZEC
105,Your,1,5,38-ZEC
106,"fathers,",1,5,38-ZEC
107,where,1,5,38-ZEC
108,are,1,5,38-ZEC
109,they?,1,5,38-ZEC
110,Where,1,5,38-ZEC
111,are,1,5,38-ZEC
112,the,1,5,38-ZEC
113,"prophets,",1,5,38-ZEC
114,are,1,5,38-ZEC
115,they,1,5,38-ZEC
116,here,1,5,38-ZEC
117,forever?,1,5,38-ZEC
118,But,1,6,38-ZEC
119,my,1,6,38-ZEC
120,words,1,6,38-ZEC
121,and,1,6,38-ZEC
122,my,1,6,38-ZEC
123,decrees,1,6,38-ZEC
124,that,1,6,38-ZEC
125,I,1,6,38-ZEC
126,commanded,1,6,38-ZEC
127,my,1,6,38-ZEC
128,servants,1,6,38-ZEC
129,the,1,6,38-ZEC
130,"prophets,",1,6,38-ZEC
131,have,1,6,38-ZEC
132,they,1,6,38-ZEC
133,not,1,6,38-ZEC
134,overtaken,1,6,38-ZEC
135,your,1,6,38-ZEC
136,fathers?,1,6,38-ZEC
137,\m,1,6,38-ZEC
138,So,1,6,38-ZEC
139,they,1,6,38-ZEC
140,repented,1,6,38-ZEC
141,and,1,6,38-ZEC
142,"said,",1,6,38-ZEC
143,‘Just,1,6,38-ZEC
144,as,1,6,38-ZEC
145,Yahweh,1,6,38-ZEC
146,of,1,6,38-ZEC
147,hosts,1,6,38-ZEC
148,planned,1,6,38-ZEC
149,to,1,6,38-ZEC
150,do,1,6,38-ZEC
151,to,1,6,38-ZEC
152,us,1,6,38-ZEC
153,what,1,6,38-ZEC
154,our,1,6,38-ZEC
155,ways,1,6,38-ZEC
156,and,1,6,38-ZEC
157,actions,1,6,38-ZEC
158,"deserved,",1,6,38-ZEC
159,so,1,6,38-ZEC
160,he,1,6,38-ZEC
161,has,1,6,38-ZEC
162,dealt,1,6,38-ZEC
163,with,1,6,38-ZEC
164,us.’”,1,6,38-ZEC
165,\p,1,6,38-ZEC
166,On,1,7,38-ZEC
167,the,1,7,38-ZEC
168,twenty-fourth,1,7,38-ZEC
169,day,1,7,38-ZEC
170,of,1,7,38-ZEC
171,the,1,7,38-ZEC
172,eleventh,1,7,38-ZEC
173,"month,",1,7,38-ZEC
174,which,1,7,38-ZEC
175,is,1,7,38-ZEC
176,the,1,7,38-ZEC
177,month,1,7,38-ZEC
178,of,1,7,38-ZEC
179,"Shebat,",1,7,38-ZEC
180,in,1,7,38-ZEC
181,the,1,7,38-ZEC
182,second,1,7,38-ZEC
183,year,1,7,38-ZEC
184,of,1,7,38-ZEC
185,Darius’,1,7,38-ZEC
186,"reign,",1,7,38-ZEC
187,the,1,7,38-ZEC
188,word,1,7,38-ZEC
189,of,1,7,38-ZEC
190,Yahweh,1,7,38-ZEC
191,came,1,7,38-ZEC
192,to,1,7,38-ZEC
193,Zechariah,1,7,38-ZEC
194,son,1,7,38-ZEC
195,of,1,7,38-ZEC
196,Berechiah,1,7,38-ZEC
197,son,1,7,38-ZEC
198,of,1,7,38-ZEC
199,"Iddo,",1,7,38-ZEC
200,the,1,7,38-ZEC
201,"prophet,",1,7,38-ZEC
202,"saying,",1,7,38-ZEC
203,“I,1,8,38-ZEC
204,saw,1,8,38-ZEC
205,in,1,8,38-ZEC
206,the,1,8,38-ZEC
207,"night,",1,8,38-ZEC
208,"and,",1,8,38-ZEC
209,look!,1,8,38-ZEC
210,a,1,8,38-ZEC
211,man,1,8,38-ZEC
212,was,1,8,38-ZEC
213,riding,1,8,38-ZEC
214,on,1,8,38-ZEC
215,a,1,8,38-ZEC
216,red,1,8,38-ZEC
217,"horse,",1,8,38-ZEC
218,and,1,8,38-ZEC
219,he,1,8,38-ZEC
220,was,1,8,38-ZEC
221,among,1,8,38-ZEC
222,the,1,8,38-ZEC
223,myrtle,1,8,38-ZEC
224,trees,1,8,38-ZEC
225,that,1,8,38-ZEC
226,are,1,8,38-ZEC
227,in,1,8,38-ZEC
228,the,1,8,38-ZEC
229,valley;,1,8,38-ZEC
230,and,1,8,38-ZEC
231,behind,1,8,38-ZEC
232,him,1,8,38-ZEC
233,there,1,8,38-ZEC
234,were,1,8,38-ZEC
235,"red,",1,8,38-ZEC
236,"reddish-brown,",1,8,38-ZEC
237,and,1,8,38-ZEC
238,white,1,8,38-ZEC
239,horses.”,1,8,38-ZEC
240,I,1,9,38-ZEC
241,"said,",1,9,38-ZEC
242,“What,1,9,38-ZEC
243,are,1,9,38-ZEC
244,these,1,9,38-ZEC
245,"things,",1,9,38-ZEC
246,Lord?”,1,9,38-ZEC
247,Then,1,9,38-ZEC
248,the,1,9,38-ZEC
249,angel,1,9,38-ZEC
250,who,1,9,38-ZEC
251,talked,1,9,38-ZEC
252,with,1,9,38-ZEC
253,me,1,9,38-ZEC
254,said,1,9,38-ZEC
255,to,1,9,38-ZEC
256,"me,",1,9,38-ZEC
257,“I,1,9,38-ZEC
258,will,1,9,38-ZEC
259,show,1,9,38-ZEC
260,you,1,9,38-ZEC
261,what,1,9,38-ZEC
262,these,1,9,38-ZEC
263,things,1,9,38-ZEC
264,are.”,1,9,38-ZEC
265,Then,1,10,38-ZEC
266,the,1,10,38-ZEC
267,man,1,10,38-ZEC
268,who,1,10,38-ZEC
269,stood,1,10,38-ZEC
270,among,1,10,38-ZEC
271,the,1,10,38-ZEC
272,myrtle,1,10,38-ZEC
273,trees,1,10,38-ZEC
274,answered,1,10,38-ZEC
275,and,1,10,38-ZEC
276,"said,",1,10,38-ZEC
277,“These,1,10,38-ZEC
278,are,1,10,38-ZEC
279,those,1,10,38-ZEC
280,Yahweh,1,10,38-ZEC
281,has,1,10,38-ZEC
282,sent,1,10,38-ZEC
283,out,1,10,38-ZEC
284,to,1,10,38-ZEC
285,roam,1,10,38-ZEC
286,throughout,1,10,38-ZEC
287,the,1,10,38-ZEC
288,earth.”,1,10,38-ZEC
289,They,1,11,38-ZEC
290,answered,1,11,38-ZEC
291,the,1,11,38-ZEC
292,angel,1,11,38-ZEC
293,of,1,11,38-ZEC
294,Yahweh,1,11,38-ZEC
295,who,1,11,38-ZEC
296,stood,1,11,38-ZEC
297,among,1,11,38-ZEC
298,the,1,11,38-ZEC
299,myrtle,1,11,38-ZEC
300,trees;,1,11,38-ZEC
301,they,1,11,38-ZEC
302,said,1,11,38-ZEC
303,to,1,11,38-ZEC
304,"him,",1,11,38-ZEC
305,“We,1,11,38-ZEC
306,have,1,11,38-ZEC
307,been,1,11,38-ZEC
308,roaming,1,11,38-ZEC
309,throughout,1,11,38-ZEC
310,the,1,11,38-ZEC
311,earth;,1,11,38-ZEC
312,"see,",1,11,38-ZEC
313,all,1,11,38-ZEC
314,the,1,11,38-ZEC
315,earth,1,11,38-ZEC
316,sits,1,11,38-ZEC
317,still,1,11,38-ZEC
318,and,1,11,38-ZEC
319,is,1,11,38-ZEC
320,at,1,11,38-ZEC
321,rest.”,1,11,38-ZEC
322,\p,1,11,38-ZEC
323,Then,1,12,38-ZEC
324,the,1,12,38-ZEC
325,angel,1,12,38-ZEC
326,of,1,12,38-ZEC
327,Yahweh,1,12,38-ZEC
328,answered,1,12,38-ZEC
329,and,1,12,38-ZEC
330,"said,",1,12,38-ZEC
331,“Yahweh,1,12,38-ZEC
332,of,1,12,38-ZEC
333,"hosts,",1,12,38-ZEC
334,how,1,12,38-ZEC
335,long,1,12,38-ZEC
336,will,1,12,38-ZEC
337,you,1,12,38-ZEC
338,show,1,12,38-ZEC
339,no,1,12,38-ZEC
340,compassion,1,12,38-ZEC
341,to,1,12,38-ZEC
342,Jerusalem,1,12,38-ZEC
343,and,1,12,38-ZEC
344,to,1,12,38-ZEC
345,the,1,12,38-ZEC
346,cities,1,12,38-ZEC
347,of,1,12,38-ZEC
348,"Judah,",1,12,38-ZEC
349,which,1,12,38-ZEC
350,you,1,12,38-ZEC
351,have,1,12,38-ZEC
352,been,1,12,38-ZEC
353,angry,1,12,38-ZEC
354,with,1,12,38-ZEC
355,these,1,12,38-ZEC
356,seventy,1,12,38-ZEC
357,years?”,1,12,38-ZEC
358,Yahweh,1,13,38-ZEC
359,answered,1,13,38-ZEC
360,the,1,13,38-ZEC
361,angel,1,13,38-ZEC
362,who,1,13,38-ZEC
363,had,1,13,38-ZEC
364,talked,1,13,38-ZEC
365,with,1,13,38-ZEC
366,"me,",1,13,38-ZEC
367,with,1,13,38-ZEC
368,good,1,13,38-ZEC
369,"words,",1,13,38-ZEC
370,words,1,13,38-ZEC
371,of,1,13,38-ZEC
372,comfort.,1,13,38-ZEC
373,So,1,14,38-ZEC
374,the,1,14,38-ZEC
375,angel,1,14,38-ZEC
376,who,1,14,38-ZEC
377,had,1,14,38-ZEC
378,talked,1,14,38-ZEC
379,with,1,14,38-ZEC
380,me,1,14,38-ZEC
381,said,1,14,38-ZEC
382,to,1,14,38-ZEC
383,"me,",1,14,38-ZEC
384,“Call,1,14,38-ZEC
385,out,1,14,38-ZEC
386,and,1,14,38-ZEC
387,"say,",1,14,38-ZEC
388,‘Yahweh,1,14,38-ZEC
389,of,1,14,38-ZEC
390,hosts,1,14,38-ZEC
391,says,1,14,38-ZEC
392,this:,1,14,38-ZEC
393,I,1,14,38-ZEC
394,have,1,14,38-ZEC
395,been,1,14,38-ZEC
396,jealous,1,14,38-ZEC
397,for,1,14,38-ZEC
398,Jerusalem,1,14,38-ZEC
399,and,1,14,38-ZEC
400,for,1,14,38-ZEC
401,Zion,1,14,38-ZEC
402,with,1,14,38-ZEC
403,a,1,14,38-ZEC
404,great,1,14,38-ZEC
405,passion!,1,14,38-ZEC
406,I,1,15,38-ZEC
407,am,1,15,38-ZEC
408,very,1,15,38-ZEC
409,angry,1,15,38-ZEC
410,with,1,15,38-ZEC
411,the,1,15,38-ZEC
412,nations,1,15,38-ZEC
413,that,1,15,38-ZEC
414,are,1,15,38-ZEC
415,at,1,15,38-ZEC
416,ease.,1,15,38-ZEC
417,When,1,15,38-ZEC
418,I,1,15,38-ZEC
419,was,1,15,38-ZEC
420,only,1,15,38-ZEC
421,a,1,15,38-ZEC
422,little,1,15,38-ZEC
423,angry,1,15,38-ZEC
424,with,1,15,38-ZEC
425,"them,",1,15,38-ZEC
426,they,1,15,38-ZEC
427,made,1,15,38-ZEC
428,the,1,15,38-ZEC
429,disaster,1,15,38-ZEC
430,worse.,1,15,38-ZEC
431,Therefore,1,16,38-ZEC
432,Yahweh,1,16,38-ZEC
433,of,1,16,38-ZEC
434,hosts,1,16,38-ZEC
435,says,1,16,38-ZEC
436,this:,1,16,38-ZEC
437,I,1,16,38-ZEC
438,have,1,16,38-ZEC
439,returned,1,16,38-ZEC
440,to,1,16,38-ZEC
441,Jerusalem,1,16,38-ZEC
442,with,1,16,38-ZEC
443,mercies.,1,16,38-ZEC
444,My,1,16,38-ZEC
445,house,1,16,38-ZEC
446,will,1,16,38-ZEC
447,be,1,16,38-ZEC
448,built,1,16,38-ZEC
449,within,1,16,38-ZEC
450,her—,1,16,38-ZEC
451,this,1,16,38-ZEC
452,is,1,16,38-ZEC
453,the,1,16,38-ZEC
454,declaration,1,16,38-ZEC
455,of,1,16,38-ZEC
456,Yahweh,1,16,38-ZEC
457,of,1,16,38-ZEC
458,hosts—and,1,16,38-ZEC
459,the,1,16,38-ZEC
460,measuring,1,16,38-ZEC
461,line,1,16,38-ZEC
462,will,1,16,38-ZEC
463,be,1,16,38-ZEC
464,stretched,1,16,38-ZEC
465,out,1,16,38-ZEC
466,over,1,16,38-ZEC
467,Jerusalem!’,1,16,38-ZEC
468,Again,1,17,38-ZEC
469,call,1,17,38-ZEC
470,"out,",1,17,38-ZEC
471,"saying,",1,17,38-ZEC
472,‘Yahweh,1,17,38-ZEC
473,of,1,17,38-ZEC
474,hosts,1,17,38-ZEC
475,says,1,17,38-ZEC
476,this:,1,17,38-ZEC
477,My,1,17,38-ZEC
478,cities,1,17,38-ZEC
479,will,1,17,38-ZEC
480,once,1,17,38-ZEC
481,again,1,17,38-ZEC
482,overflow,1,17,38-ZEC
483,with,1,17,38-ZEC
484,"goodness,",1,17,38-ZEC
485,and,1,17,38-ZEC
486,Yahweh,1,17,38-ZEC
487,will,1,17,38-ZEC
488,again,1,17,38-ZEC
489,comfort,1,17,38-ZEC
490,"Zion,",1,17,38-ZEC
491,and,1,17,38-ZEC
492,he,1,17,38-ZEC
493,will,1,17,38-ZEC
494,once,1,17,38-ZEC
495,again,1,17,38-ZEC
496,choose,1,17,38-ZEC
497,Jerusalem.’”,1,17,38-ZEC
498,\p,1,17,38-ZEC
499,Then,1,18,38-ZEC
500,I,1,18,38-ZEC
501,lifted,1,18,38-ZEC
502,up,1,18,38-ZEC
503,my,1,18,38-ZEC
504,eyes,1,18,38-ZEC
505,and,1,18,38-ZEC
506,saw,1,18,38-ZEC
507,four,1,18,38-ZEC
508,horns!,1,18,38-ZEC
509,I,1,19,38-ZEC
510,spoke,1,19,38-ZEC
511,to,1,19,38-ZEC
512,the,1,19,38-ZEC
513,angel,1,19,38-ZEC
514,who,1,19,38-ZEC
515,talked,1,19,38-ZEC
516,with,1,19,38-ZEC
517,"me,",1,19,38-ZEC
518,“What,1,19,38-ZEC
519,are,1,19,38-ZEC
520,these?”,1,19,38-ZEC
521,He,1,19,38-ZEC
522,answered,1,19,38-ZEC
523,"me,",1,19,38-ZEC
524,“These,1,19,38-ZEC
525,are,1,19,38-ZEC
526,the,1,19,38-ZEC
527,horns,1,19,38-ZEC
528,that,1,19,38-ZEC
529,have,1,19,38-ZEC
530,scattered,1,19,38-ZEC
531,"Judah,",1,19,38-ZEC
532,"Israel,",1,19,38-ZEC
533,and,1,19,38-ZEC
534,Jerusalem.”,1,19,38-ZEC
535,Then,1,20,38-ZEC
536,Yahweh,1,20,38-ZEC
537,showed,1,20,38-ZEC
538,me,1,20,38-ZEC
539,four,1,20,38-ZEC
540,craftsmen.,1,20,38-ZEC
541,I,1,21,38-ZEC
542,"said,",1,21,38-ZEC
543,“What,1,21,38-ZEC
544,are,1,21,38-ZEC
545,these,1,21,38-ZEC
546,people,1,21,38-ZEC
547,coming,1,21,38-ZEC
548,to,1,21,38-ZEC
549,do?”,1,21,38-ZEC
550,He,1,21,38-ZEC
551,"answered,",1,21,38-ZEC
552,and,1,21,38-ZEC
553,"said,",1,21,38-ZEC
554,“These,1,21,38-ZEC
555,are,1,21,38-ZEC
556,the,1,21,38-ZEC
557,horns,1,21,38-ZEC
558,that,1,21,38-ZEC
559,scattered,1,21,38-ZEC
560,Judah,1,21,38-ZEC
561,so,1,21,38-ZEC
562,that,1,21,38-ZEC
563,no,1,21,38-ZEC
564,man,1,21,38-ZEC
565,would,1,21,38-ZEC
566,lift,1,21,38-ZEC
567,up,1,21,38-ZEC
568,his,1,21,38-ZEC
569,head.,1,21,38-ZEC
570,But,1,21,38-ZEC
571,the,1,21,38-ZEC
572,blacksmiths,1,21,38-ZEC
573,have,1,21,38-ZEC
574,come,1,21,38-ZEC
575,to,1,21,38-ZEC
576,terrify,1,21,38-ZEC
577,"them,",1,21,38-ZEC
578,to,1,21,38-ZEC
579,cast,1,21,38-ZEC
580,down,1,21,38-ZEC
581,the,1,21,38-ZEC
582,horns,1,21,38-ZEC
583,of,1,21,38-ZEC
584,the,1,21,38-ZEC
585,nations,1,21,38-ZEC
586,that,1,21,38-ZEC
587,lifted,1,21,38-ZEC
588,up,1,21,38-ZEC
589,a,1,21,38-ZEC
590,horn,1,21,38-ZEC
591,against,1,21,38-ZEC
592,the,1,21,38-ZEC
593,land,1,21,38-ZEC
594,of,1,21,38-ZEC
595,Judah,1,21,38-ZEC
596,to,1,21,38-ZEC
597,scatter,1,21,38-ZEC
598,her.”,1,21,38-ZEC
599,\s5,1,21,38-ZEC
600,Next,2,1,38-ZEC
601,I,2,1,38-ZEC
602,lifted,2,1,38-ZEC
603,up,2,1,38-ZEC
604,my,2,1,38-ZEC
605,eyes,2,1,38-ZEC
606,and,2,1,38-ZEC
607,saw,2,1,38-ZEC
608,a,2,1,38-ZEC
609,man,2,1,38-ZEC
610,with,2,1,38-ZEC
611,a,2,1,38-ZEC
612,measuring,2,1,38-ZEC
613,line,2,1,38-ZEC
614,in,2,1,38-ZEC
615,his,2,1,38-ZEC
616,hand.,2,1,38-ZEC
617,I,2,2,38-ZEC
618,"said,",2,2,38-ZEC
619,“Where,2,2,38-ZEC
620,are,2,2,38-ZEC
621,you,2,2,38-ZEC
622,going?”,2,2,38-ZEC
623,So,2,2,38-ZEC
624,he,2,2,38-ZEC
625,said,2,2,38-ZEC
626,to,2,2,38-ZEC
627,"me,",2,2,38-ZEC
628,“To,2,2,38-ZEC
629,measure,2,2,38-ZEC
630,"Jerusalem,",2,2,38-ZEC
631,to,2,2,38-ZEC
632,determine,2,2,38-ZEC
633,its,2,2,38-ZEC
634,width,2,2,38-ZEC
635,and,2,2,38-ZEC
636,length.”,2,2,38-ZEC
637,Then,2,3,38-ZEC
638,the,2,3,38-ZEC
639,angel,2,3,38-ZEC
640,who,2,3,38-ZEC
641,had,2,3,38-ZEC
642,talked,2,3,38-ZEC
643,with,2,3,38-ZEC
644,me,2,3,38-ZEC
645,went,2,3,38-ZEC
646,away,2,3,38-ZEC
647,and,2,3,38-ZEC
648,another,2,3,38-ZEC
649,angel,2,3,38-ZEC
650,went,2,3,38-ZEC
651,out,2,3,38-ZEC
652,to,2,3,38-ZEC
653,meet,2,3,38-ZEC
654,him.,2,3,38-ZEC
655,The,2,4,38-ZEC
656,second,2,4,38-ZEC
657,angel,2,4,38-ZEC
658,said,2,4,38-ZEC
659,to,2,4,38-ZEC
660,"him,",2,4,38-ZEC
661,“Run,2,4,38-ZEC
662,and,2,4,38-ZEC
663,speak,2,4,38-ZEC
664,to,2,4,38-ZEC
665,that,2,4,38-ZEC
666,young,2,4,38-ZEC
667,man;,2,4,38-ZEC
668,"say,",2,4,38-ZEC
669,‘Jerusalem,2,4,38-ZEC
670,will,2,4,38-ZEC
671,sit,2,4,38-ZEC
672,in,2,4,38-ZEC
673,the,2,4,38-ZEC
674,open,2,4,38-ZEC
675,country,2,4,38-ZEC
676,because,2,4,38-ZEC
677,of,2,4,38-ZEC
678,the,2,4,38-ZEC
679,multitudes,2,4,38-ZEC
680,of,2,4,38-ZEC
681,men,2,4,38-ZEC
682,and,2,4,38-ZEC
683,beasts,2,4,38-ZEC
684,within,2,4,38-ZEC
685,her.,2,4,38-ZEC
686,For,2,5,38-ZEC
687,I—this,2,5,38-ZEC
688,is,2,5,38-ZEC
689,Yahweh’s,2,5,38-ZEC
690,declaration—will,2,5,38-ZEC
691,become,2,5,38-ZEC
692,for,2,5,38-ZEC
693,her,2,5,38-ZEC
694,a,2,5,38-ZEC
695,wall,2,5,38-ZEC
696,of,2,5,38-ZEC
697,fire,2,5,38-ZEC
698,around,2,5,38-ZEC
699,"her,",2,5,38-ZEC
700,and,2,5,38-ZEC
701,I,2,5,38-ZEC
702,will,2,5,38-ZEC
703,be,2,5,38-ZEC
704,the,2,5,38-ZEC
705,glory,2,5,38-ZEC
706,in,2,5,38-ZEC
707,her,2,5,38-ZEC
708,midst.,2,5,38-ZEC
709,Up!,2,6,38-ZEC
710,Up!,2,6,38-ZEC
711,Flee,2,6,38-ZEC
712,from,2,6,38-ZEC
713,the,2,6,38-ZEC
714,land,2,6,38-ZEC
715,of,2,6,38-ZEC
716,the,2,6,38-ZEC
717,north—this,2,6,38-ZEC
718,is,2,6,38-ZEC
719,Yahweh’s,2,6,38-ZEC
720,declaration—,2,6,38-ZEC
721,for,2,6,38-ZEC
722,I,2,6,38-ZEC
723,have,2,6,38-ZEC
724,scattered,2,6,38-ZEC
725,you,2,6,38-ZEC
726,like,2,6,38-ZEC
727,the,2,6,38-ZEC
728,four,2,6,38-ZEC
729,winds,2,6,38-ZEC
730,of,2,6,38-ZEC
731,the,2,6,38-ZEC
732,skies!—This,2,6,38-ZEC
733,is,2,6,38-ZEC
734,Yahweh’s,2,6,38-ZEC
735,declaration.,2,6,38-ZEC
736,Up!,2,7,38-ZEC
737,Escape,2,7,38-ZEC
738,to,2,7,38-ZEC
739,"Zion,",2,7,38-ZEC
740,you,2,7,38-ZEC
741,who,2,7,38-ZEC
742,live,2,7,38-ZEC
743,with,2,7,38-ZEC
744,the,2,7,38-ZEC
745,daughter,2,7,38-ZEC
746,of,2,7,38-ZEC
747,Babylon!’”,2,7,38-ZEC
748,For,2,8,38-ZEC
749,after,2,8,38-ZEC
750,Yahweh,2,8,38-ZEC
751,of,2,8,38-ZEC
752,hosts,2,8,38-ZEC
753,honored,2,8,38-ZEC
754,me,2,8,38-ZEC
755,and,2,8,38-ZEC
756,sent,2,8,38-ZEC
757,me,2,8,38-ZEC
758,against,2,8,38-ZEC
759,the,2,8,38-ZEC
760,nations,2,8,38-ZEC
761,that,2,8,38-ZEC
762,plundered,2,8,38-ZEC
763,you—,2,8,38-ZEC
764,for,2,8,38-ZEC
765,whoever,2,8,38-ZEC
766,touches,2,8,38-ZEC
767,"you,",2,8,38-ZEC
768,touches,2,8,38-ZEC
769,the,2,8,38-ZEC
770,apple,2,8,38-ZEC
771,of,2,8,38-ZEC
772,God’s,2,8,38-ZEC
773,eye!—after,2,8,38-ZEC
774,Yahweh,2,8,38-ZEC
775,did,2,8,38-ZEC
776,"this,",2,8,38-ZEC
777,he,2,8,38-ZEC
778,"said,",2,8,38-ZEC
779,“I,2,9,38-ZEC
780,myself,2,9,38-ZEC
781,will,2,9,38-ZEC
782,shake,2,9,38-ZEC
783,my,2,9,38-ZEC
784,hand,2,9,38-ZEC
785,over,2,9,38-ZEC
786,"them,",2,9,38-ZEC
787,and,2,9,38-ZEC
788,they,2,9,38-ZEC
789,will,2,9,38-ZEC
790,be,2,9,38-ZEC
791,plunder,2,9,38-ZEC
792,for,2,9,38-ZEC
793,their,2,9,38-ZEC
794,slaves.”,2,9,38-ZEC
795,Then,2,9,38-ZEC
796,you,2,9,38-ZEC
797,will,2,9,38-ZEC
798,know,2,9,38-ZEC
799,that,2,9,38-ZEC
800,Yahweh,2,9,38-ZEC
801,of,2,9,38-ZEC
802,hosts,2,9,38-ZEC
803,has,2,9,38-ZEC
804,sent,2,9,38-ZEC
805,me.,2,9,38-ZEC
806,“Sing,2,10,38-ZEC
807,for,2,10,38-ZEC
808,"joy,",2,10,38-ZEC
809,daughter,2,10,38-ZEC
810,of,2,10,38-ZEC
811,"Zion,",2,10,38-ZEC
812,for,2,10,38-ZEC
813,I,2,10,38-ZEC
814,myself,2,10,38-ZEC
815,am,2,10,38-ZEC
816,about,2,10,38-ZEC
817,to,2,10,38-ZEC
818,come,2,10,38-ZEC
819,and,2,10,38-ZEC
820,encamp,2,10,38-ZEC
821,among,2,10,38-ZEC
822,you!—this,2,10,38-ZEC
823,is,2,10,38-ZEC
824,Yahweh’s,2,10,38-ZEC
825,declaration.”,2,10,38-ZEC
826,Then,2,11,38-ZEC
827,great,2,11,38-ZEC
828,nations,2,11,38-ZEC
829,will,2,11,38-ZEC
830,join,2,11,38-ZEC
831,themselves,2,11,38-ZEC
832,to,2,11,38-ZEC
833,Yahweh,2,11,38-ZEC
834,in,2,11,38-ZEC
835,that,2,11,38-ZEC
836,day.,2,11,38-ZEC
837,He,2,11,38-ZEC
838,"says,",2,11,38-ZEC
839,“Then,2,11,38-ZEC
840,you,2,11,38-ZEC
841,will,2,11,38-ZEC
842,become,2,11,38-ZEC
843,my,2,11,38-ZEC
844,people;,2,11,38-ZEC
845,for,2,11,38-ZEC
846,I,2,11,38-ZEC
847,will,2,11,38-ZEC
848,encamp,2,11,38-ZEC
849,in,2,11,38-ZEC
850,the,2,11,38-ZEC
851,midst,2,11,38-ZEC
852,of,2,11,38-ZEC
853,"you,”",2,11,38-ZEC
854,and,2,11,38-ZEC
855,you,2,11,38-ZEC
856,will,2,11,38-ZEC
857,know,2,11,38-ZEC
858,that,2,11,38-ZEC
859,Yahweh,2,11,38-ZEC
860,of,2,11,38-ZEC
861,hosts,2,11,38-ZEC
862,has,2,11,38-ZEC
863,sent,2,11,38-ZEC
864,me,2,11,38-ZEC
865,to,2,11,38-ZEC
866,you.,2,11,38-ZEC
867,For,2,12,38-ZEC
868,Yahweh,2,12,38-ZEC
869,will,2,12,38-ZEC
870,inherit,2,12,38-ZEC
871,Judah,2,12,38-ZEC
872,as,2,12,38-ZEC
873,his,2,12,38-ZEC
874,rightful,2,12,38-ZEC
875,possession,2,12,38-ZEC
